from_totally_fake_account,to_randomly_generated_account,total_amount,frequency
70248.0,10172,2.4,1
70248.0,1332,89.0,16
70248.0,2771,98.5,15
70248.0,38580,56.5,10
70248.0,57008,32.5,6
70248.0,57389,114.0,17
70248.0,61643,6.65,3
70248.0,67297,78.5,13
70248.0,95007,16750.0,12
70276.0,31953,52.0,9
70276.0,32021,104.0,17
70276.0,33922,77.5,12
70276.0,34542,21.5,4
70276.0,34686,240.75,44
70276.0,4861,328.5,49
70276.0,61484,195.65,38
70276.0,74186,203.95,33
70276.0,87015,148.0,22
70276.0,97710,31.0,6
70276.0,98028,160.05,26
70290.0,17039,38.0,5
70290.0,18607,137.5,24
70290.0,20186,122.0,18
70290.0,22275,157.95,28
70290.0,2294,4289.3,37
70290.0,29292,171.55,31
70290.0,31656,186.0,34
70290.0,36905,41.5,6
70290.0,48258,150.0,22
70290.0,48401,62.5,11
70290.0,70627,64.0,9
70290.0,76040,25.5,5
70290.0,83869,216.5,31
70290.0,9300,179.15,30
70290.0,96825,125.5,18
70299.0,100909,217.0,33
70299.0,11137,6579.100000000001,53
70299.0,2137,94.05,18
70299.0,26847,111.0,18
70299.0,36460,57.5,11
70299.0,3913,124.5,18
70299.0,66064,1275.03,144
70299.0,79214,248.5,39
70302.0,11256,88.0,15
70302.0,37383,146.0,24
70302.0,37498,292.9,47
70302.0,49695,46.5,7
70302.0,56977,108.5,19
70302.0,57103,125.0,16
70302.0,62225,104.0,19
70302.0,63610,223.0,34
70302.0,69499,2434.95,35
70302.0,79132,366.5,63
70302.0,83397,73.5,12
70318.0,10638,4825.38,64
70318.0,14785,365.68,56
70318.0,18168,18.5,3
70318.0,31673,41.0,7
70318.0,39125,317.9,36
70318.0,43734,222.85,40
70318.0,50703,61.5,9
70318.0,52580,133.15,22
70318.0,63790,238.95000000000005,33
70318.0,87617,148.5,18
70318.0,91364,260.79999999999995,30
70322.0,12699,91.5,15
70322.0,23824,110.4,19
70322.0,24230,170.10000000000005,31
70322.0,29151,260.95,42
70322.0,30778,60.2,9
70322.0,33124,50.0,1
70322.0,34092,109.86,13
70322.0,41545,270.25,48
70322.0,56306,4925.25,64
70322.0,6233,24.0,4
70322.0,81031,103.5,17
70322.0,82201,112.5,15
70322.0,8334,18.0,4
70322.0,86436,171.5,27
70322.0,87165,28.0,5
70322.0,88192,47.5,8
70322.0,88390,6.5,1
70322.0,89301,94.0,15
70322.0,90066,41.5,6
70337.0,1023,110.0,20
70337.0,23086,155.0,24
70337.0,32090,185.6,36
70337.0,38573,2335.0,46
70337.0,51737,356.5,60
70337.0,52802,178.6,31
70337.0,68833,49.0,8
70337.0,97113,112.95,13
70342.0,1304,66.0,11
70342.0,19009,254.0,38
70342.0,4148,146.09,17
70342.0,44869,17830.0,12
70342.0,52621,596.33,33
70342.0,54746,74.94999999999997,15
70342.0,60395,103.5,17
70342.0,75344,78.5,13
70342.0,80382,132.5,22
70342.0,83910,382.82,46
70342.0,84687,309.15,52
70342.0,87226,119.5,18
70357.0,1055,36.0,6
70357.0,12202,2212.0,53
70357.0,16652,284.5,49
70357.0,37468,21.0,4
70357.0,4047,143.15,26
70357.0,41487,71.1,13
70357.0,45901,36.5,5
70357.0,48807,115.5,21
70357.0,55298,28.0,5
70357.0,55567,20.5,4
70357.0,6809,83.9,15
70357.0,7398,77.9,12
70357.0,76370,102.95,17
70357.0,87633,51.5,10
70357.0,92346,219.65,37
70361.0,100060,81.0,14
70361.0,10142,4.75,2
70361.0,11545,57.25,12
70361.0,15274,35.5,5
70361.0,21643,33.5,7
70361.0,30673,49.5,8
70361.0,31540,88.5,14
70361.0,36284,46.0,8
70361.0,37884,4.35,2
70361.0,37992,42.5,7
70361.0,40670,4.35,2
70361.0,55314,4.55,2
70361.0,76511,113.4,22
70361.0,83964,48.6,9
70361.0,96268,79.5,12
70361.0,97301,9.05,4
70391.0,12002,37.0,7
70391.0,14121,169.11,28
70391.0,14160,10.5,2
70391.0,16954,156.01,20
70391.0,17852,16180.0,12
70391.0,41217,153.29,23
70391.0,43657,82.45,15
70391.0,43946,296.01,46
70391.0,46877,63.5,11
70391.0,50503,60.5,9
70391.0,60780,56.5,9
70391.0,61144,70.0,13
70391.0,62043,59.0,11
70391.0,65522,52.0,8
70391.0,70476,82.7,13
70391.0,70932,113.0,19
70391.0,8104,202.71,31
70417.0,14362,130.0,22
70417.0,14601,76.0,13
70417.0,22344,64.75,14
70417.0,27197,295.0,50
70417.0,33124,50.0,1
70417.0,37205,107.5,18
70417.0,38084,313.9,51
70417.0,42347,68.5,12
70417.0,43954,75.0,12
70417.0,54960,1146.0500000000004,195
70417.0,65401,58.5,9
70417.0,75611,268.5,45
70417.0,84242,91.9,15
70417.0,93747,71.5,13
70417.0,99012,116.40000000000002,23
70435.0,15629,203.5,32
70435.0,17101,309.9,54
70435.0,18107,240.59,34
70435.0,30320,209.0,35
70435.0,30823,47.5,9
70435.0,50054,107.5,17
70435.0,56543,5422.7,54
70435.0,65669,88.0,16
70435.0,83511,261.8,47
70435.0,84740,89.5,16
70435.0,8930,38.55,8
70435.0,95710,87.5,15
70442.0,12800,146.54000000000005,19
70442.0,1808,90.55,17
70442.0,18754,62.9,11
70442.0,22802,3099.82,34
70442.0,23488,159.0,26
70442.0,25217,229.5,34
70442.0,32166,220.6,35
70442.0,33124,50.0,1
70442.0,35317,426.05,77
70442.0,49926,165.05000000000004,29
70442.0,51335,240.23999999999995,32
70442.0,61284,102.5,15
70442.0,61537,150.15,27
70442.0,71939,225.95,38
70442.0,7875,541.0799999999998,75
70442.0,79677,75.0,11
70442.0,81985,107.0,17
70442.0,88017,166.85000000000005,30
70452.0,16308,117.5,19
70452.0,18612,66.65,13
70452.0,18929,68.0,11
70452.0,22861,237.74,37
70452.0,29326,94.4,17
70452.0,37707,17755.0,12
70452.0,3907,278.87,46
70452.0,39119,51.5,8
70452.0,56284,190.16,31
70452.0,68873,239.25,33
70452.0,74280,107.5,17
70452.0,79273,77.5,13
70452.0,79834,318.56,45
70452.0,81240,331.66,51
70452.0,88284,132.8,24
70452.0,92319,121.35,22
70476.0,12993,4.5,1
70476.0,14160,21.0,4
70476.0,15265,91.0,16
70476.0,1670,35.95,12
70476.0,20189,19.5,3
70476.0,33124,50.0,1
70476.0,46877,64.12,7
70476.0,5457,100.67,13
70476.0,55225,32.5,4
70476.0,58517,5.0,1
70476.0,58875,216.55,22
70476.0,70391,43.0,7
70476.0,72007,15255.0,12
70476.0,88188,102.5,15
70476.0,97419,4.45,2
70478.0,2905,42.0,6
70478.0,30350,53.0,9
70478.0,34689,72.36,9
70478.0,37368,139.5,24
70478.0,44863,12.0,2
70478.0,45011,96.0,15
70478.0,50536,96.0,15
70478.0,50709,108.5,19
70478.0,54297,325.1,59
70478.0,74337,105.5,19
70478.0,76490,73.5,12
70478.0,78147,180.8,30
70478.0,78823,55.0,10
70478.0,85642,5309.5,36
70478.0,91010,187.50000000000003,35
70478.0,96425,98.1,20
70484.0,13133,665.9599999999998,93
70484.0,19176,54.4,10
70484.0,21087,92.0,16
70484.0,22576,67.0,12
70484.0,23154,103.0,19
70484.0,28744,55.5,9
70484.0,33949,22.0,4
70484.0,34190,14.5,2
70484.0,4158,89.5,15
70484.0,54877,387.1,42
70484.0,56715,80.0,12
70484.0,58428,15935.0,12
70484.0,60359,87.0,12
70484.0,69405,461.32000000000005,56
70484.0,8143,55.5,10
70484.0,93024,103.0,17
70489.0,11926,6657.04,30
70489.0,15831,146.5,24
70489.0,23275,45.5,6
70489.0,23906,203.0,35
70489.0,33028,48.0,9
70489.0,4880,251.7,41
70489.0,56412,485.55,78
70489.0,58122,138.45,21
70489.0,59005,68.15,13
70489.0,60023,110.3,18
70489.0,60779,32.5,5
70489.0,69087,120.65,23
70489.0,71729,146.0,24
70489.0,75181,10.0,2
70489.0,86401,6.5,1
70489.0,87935,42.75,10
70489.0,9395,59.5,11
70489.0,95957,178.85000000000005,22
70494.0,100735,71.4,14
70494.0,15738,84.65,15
70494.0,24500,228.61,34
70494.0,25915,102.5,16
70494.0,30823,337.9600000000001,44
70494.0,33124,50.0,1
70494.0,48413,83.0,14
70494.0,50054,83.0,15
70494.0,58449,155.5,25
70494.0,59923,62.05,12
70494.0,69873,118.75,20
70494.0,77512,71.0,13
70494.0,81198,242.5,38
70494.0,82908,3934.32,49
70494.0,8930,151.3,20
70503.0,13571,163.5,27
70503.0,17761,6.5,1
70503.0,2122,43.0,8
70503.0,22691,8.2,4
70503.0,24138,116.95,21
70503.0,30289,4527.05,29
70503.0,31785,126.7,21
70503.0,39597,1.95,1
70503.0,66566,69.5,9
70503.0,79162,32.0,5
70503.0,93790,103.0,9
70505.0,16334,70.5,14
70505.0,21573,60.5,10
70505.0,32166,88.5,14
70505.0,33124,50.0,1
70505.0,43822,288.0,38
70505.0,46220,346.57000000000005,51
70505.0,67515,81.5,12
70505.0,76065,3753.5,48
70505.0,77126,25.5,4
70505.0,81985,214.61,30
70505.0,97469,23.5,4
70505.0,99408,293.36,42
70507.0,14087,65.0,12
70507.0,25758,39.0,6
70507.0,30968,63.9,12
70507.0,35880,125.75,22
70507.0,3657,6.85,3
70507.0,47449,1.95,1
70507.0,54340,43.0,8
70507.0,61551,4657.5,17
70507.0,70266,20.0,4
70507.0,7773,29.0,4
70507.0,78784,11.0,2
70507.0,79279,2.55,1
70507.0,83304,41.5,7
70507.0,89173,125.0,20
70507.0,9236,42.0,8
70507.0,97198,43.5,7
70539.0,15622,73.5,12
70539.0,23314,15245.0,12
70539.0,2838,138.5,21
70539.0,36379,40.5,7
70539.0,4243,216.1,39
70539.0,44480,168.0,27
70539.0,46911,138.5,22
70539.0,47810,252.3,47
70539.0,58798,44.0,8
70539.0,60910,22.5,4
70539.0,62810,129.5,18
70539.0,76065,199.5,33
70539.0,89773,114.0,18
70539.0,97986,105.5,17
70597.0,15973,3343.8,45
70597.0,27111,32.0,6
70597.0,31389,61.0,11
70597.0,36724,288.88,41
70597.0,38136,119.5,19
70597.0,42172,261.06,36
70597.0,51029,376.89,54
70597.0,54102,94.5,17
70597.0,92189,220.01,25
70629.0,1265,82.0,13
70629.0,17547,137.0,24
70629.0,22222,79.5,13
70629.0,22627,32.5,5
70629.0,23634,194.5,30
70629.0,27585,85.5,14
70629.0,38226,87.85,18
70629.0,43892,61.0,10
70629.0,46677,71.1,15
70629.0,48427,316.5,49
70629.0,51786,346.4,61
70629.0,5283,192.00000000000003,35
70629.0,65140,99.0,15
70629.0,67579,38.0,6
70629.0,71104,14845.0,12
70629.0,80536,112.6,21
70629.0,94342,12.0,2
70632.0,19544,75.5,13
70632.0,28976,122.5,21
70632.0,29859,222.5,35
70632.0,30942,216.5,38
70632.0,33124,150.0,3
70632.0,37593,61.0,10
70632.0,39782,26.5,5
70632.0,41590,191.5,32
70632.0,43937,33.5,6
70632.0,47516,58.5,10
70632.0,5167,117.0,20
70632.0,51674,62.0,10
70632.0,54289,361.88,50
70632.0,57381,2357.5600000000004,31
70632.0,60555,373.06,60
70632.0,63401,97.0,16
70632.0,72321,153.2,26
70632.0,7303,335.7800000000001,42
70632.0,76105,200.93,20
70643.0,18179,106.0,17
70643.0,3109,153.5,22
70643.0,31891,285.0,46
70643.0,3237,89.9,14
70643.0,35110,87.5,14
70643.0,39683,625.0999999999998,103
70643.0,49705,126.5,22
70643.0,54211,18655.0,12
70643.0,7235,385.55,68
70643.0,78000,233.07,35
70643.0,90334,67.5,10
70683.0,15730,5.3,2
70683.0,24053,161.87,16
70683.0,24910,25.5,5
70683.0,29118,84.5,14
70683.0,42314,2873.140000000001,38
70683.0,51937,4.699999999999998,2
70683.0,61720,35.0,6
70683.0,63548,11.55,5
70683.0,64928,389.39,31
70683.0,8221,360.14,32
70683.0,86146,75.0,13
70709.0,15838,63.3,14
70709.0,33591,11.0,2
70709.0,33714,33.0,5
70709.0,43379,84.02,13
70709.0,46396,7891.96,21
70709.0,52056,2.65,1
70709.0,55052,26.5,4
70709.0,57008,61.0,8
70709.0,73878,44.5,7
70709.0,83741,77.0,12
70709.0,90795,28.0,5
70709.0,91963,30.5,5
70709.0,92152,76.0,13
70729.0,16299,99.4,19
70729.0,31974,154.4,26
70729.0,32168,44.5,8
70729.0,64100,287.5,48
70729.0,69279,58.5,9
70729.0,93588,276.0,47
70759.0,11779,4.699999999999998,2
70759.0,19131,7.3,3
70759.0,19158,43.18,8
70759.0,20210,48.0,8
70759.0,33124,100.0,2
70759.0,4549,50.34,4
70759.0,51103,123.5,20
70759.0,56733,96.84,12
70759.0,57778,61.5,8
70759.0,60262,4.85,2
70759.0,62497,1.8,1
70759.0,64555,17.0,3
70759.0,65219,4748.64,26
70759.0,71887,118.74,7
70759.0,8295,2.4,1
70759.0,93187,138.5,25
70772.0,1079,63.0,11
70772.0,14243,293.31000000000006,40
70772.0,17527,133.5,21
70772.0,20726,3949.8,52
70772.0,21373,168.2,28
70772.0,26534,138.0,22
70772.0,31703,76.0,13
70772.0,31832,89.95,13
70772.0,43006,37.45,8
70772.0,66387,185.47,26
70772.0,69488,169.5,31
70772.0,7601,323.8300000000001,41
70772.0,86107,158.95,20
70772.0,89259,67.9,12
70772.0,90620,162.10000000000005,28
70814.0,1931,120.1,22
70814.0,23047,374.35,65
70814.0,23387,135.5,20
70814.0,26447,134.9,26
70814.0,36969,135.0,21
70814.0,68580,63.0,11
70814.0,73017,52.0,9
70814.0,75264,267.5,45
70814.0,87549,253.0,42
70814.0,88301,4776.65,54
70819.0,1529,128.0,21
70819.0,21178,54.0,9
70819.0,23975,304.55,51
70819.0,27413,105.8,22
70819.0,37094,48.5,10
70819.0,42123,47.5,6
70819.0,44730,42.0,7
70819.0,47286,268.6,51
70819.0,53440,111.0,16
70819.0,66931,206.25,37
70819.0,68290,71.0,14
70819.0,68398,133.45,25
70819.0,72679,30.0,6
70819.0,76546,2392.19,53
70819.0,77939,153.05,24
70819.0,80654,147.65,24
70819.0,81825,92.5,16
70819.0,8475,109.95,20
70819.0,95744,88.0,14
70819.0,96321,214.5,41
70821.0,13778,162.4,28
70821.0,17794,21.5,4
70821.0,18430,53.5,8
70821.0,45039,71.5,12
70821.0,51193,45.5,9
70821.0,5736,132.0,22
70821.0,57879,51.5,9
70821.0,66604,168.0,28
70821.0,67778,155.65,27
70821.0,73155,43.0,7
70821.0,81605,34.0,5
70821.0,88996,148.39999999999995,24
70821.0,89603,85.0,14
70821.0,93247,4134.5,37
70821.0,93313,28.5,5
70827.0,1059,319.84,38
70827.0,15994,124.0,21
70827.0,21962,85.5,15
70827.0,2298,46.06,2
70827.0,33124,50.0,1
70827.0,36380,44.0,7
70827.0,42497,208.0,34
70827.0,45432,251.86000000000004,28
70827.0,58813,60.0,9
70827.0,59998,93.0,15
70827.0,63370,21.0,3
70827.0,65786,252.95,35
70827.0,74723,432.57999999999987,55
70827.0,77003,11.0,2
70827.0,82257,4680.8899999999985,44
70827.0,82267,85.0,14
70827.0,87595,73.0,12
70827.0,99215,55.5,9
70830.0,19001,47.0,8
70830.0,39565,157.0,28
70830.0,40518,5033.5,78
70830.0,49480,268.95,47
70830.0,62190,289.8400000000001,48
70830.0,65478,174.15,30
70830.0,68192,66.0,13
70830.0,7850,50.05,10
70830.0,84217,130.5,21
70830.0,85673,115.45,22
70830.0,87355,187.0,30
70835.0,12709,3222.05,24
70835.0,1813,122.4,23
70835.0,29030,28.0,5
70835.0,32534,19.0,3
70835.0,38106,38.0,7
70835.0,40896,296.3,50
70835.0,4423,30.0,5
70835.0,49730,120.25,20
70835.0,60197,11.0,2
70835.0,61985,89.5,16
70835.0,65103,92.95,17
70835.0,66250,85.5,11
70835.0,71317,131.35000000000002,22
70835.0,75539,329.1,55
70835.0,75974,53.0,10
70850.0,17259,8072.159999999999,46
70850.0,20499,23.95,4
70850.0,22440,103.4,20
70850.0,25117,79.5,12
70850.0,26263,196.5,29
70850.0,39151,60.0,11
70850.0,42792,67.0,11
70850.0,45037,52.5,9
70850.0,62036,30.0,5
70850.0,62243,64.65,12
70850.0,89127,108.0,17
70850.0,92165,726.1599999999999,97
70850.0,92562,104.35,20
70850.0,93992,30.0,5
70850.0,9944,417.12000000000006,40
70866.0,39319,83.0,16
70866.0,40287,56.5,9
70866.0,43016,227.5,40
70866.0,44474,120.5,20
70866.0,5107,35.0,5
70866.0,52403,516.25,92
70866.0,6016,55.5,10
70866.0,64806,113.0,16
70866.0,72775,83.5,13
70866.0,87926,214.5,37
70873.0,12020,127.5,20
70873.0,24988,105.75,18
70873.0,31907,122.0,21
70873.0,33124,50.0,1
70873.0,35083,69.5,11
70873.0,35467,81.5,14
70873.0,38298,87.0,14
70873.0,45214,230.37,36
70873.0,65979,343.10000000000014,65
70873.0,66414,124.0,22
70873.0,68438,183.5,29
70873.0,75031,129.0,16
70873.0,77464,212.5,33
70873.0,78389,31.5,7
70873.0,84479,72.85000000000002,16
70873.0,87262,133.5,21
70873.0,90903,192.4,24
70873.0,97940,37.0,7
70875.0,14918,167.5,30
70875.0,21526,120.5,21
70875.0,22179,55.0,10
70875.0,25284,164.5,23
70875.0,41401,469.75,66
70875.0,46185,67.95,12
70875.0,48039,95.0,16
70875.0,74499,332.81,53
70875.0,8181,17310.0,12
70875.0,87944,65.5,10
70875.0,99024,145.5,24
70887.0,13309,19960.0,12
70887.0,35813,104.5,19
70887.0,41980,46.5,8
70887.0,4212,131.4,25
70887.0,4372,58.15,11
70887.0,56383,117.85,22
70887.0,56990,178.0,28
70887.0,61016,77.45,13
70887.0,64994,74.0,14
70887.0,65012,101.5,17
70887.0,71131,174.10000000000005,31
70887.0,72121,42.5,7
70887.0,7231,82.1,13
70887.0,76468,45.0,8
70887.0,84411,41.5,7
70887.0,84766,52.5,10
70887.0,88706,266.0,45
70887.0,91792,18.5,3
70887.0,92774,94.5,16
70923.0,16308,120.05,22
70923.0,18316,232.5,35
70923.0,23668,398.65,62
70923.0,2580,154.55000000000004,31
70923.0,27331,86.5,13
70923.0,39119,119.55,21
70923.0,43194,131.4,24
70923.0,4824,185.45,33
70923.0,57639,632.0,105
70923.0,76393,62.0,11
70923.0,8381,14565.0,11
70923.0,87738,111.0,18
70923.0,87865,138.15,27
70923.0,89112,238.9,35
70939.0,14815,46.15000000000001,10
70939.0,29697,112.0,16
70939.0,34072,112.5,17
70939.0,37200,42.0,7
70939.0,40683,102.5,17
70939.0,42994,116.0,17
70939.0,4490,13.5,3
70939.0,45508,68.0,12
70939.0,45706,240.4,38
70939.0,50181,86.0,15
70939.0,50798,78.0,13
70939.0,51732,112.65,19
70939.0,58318,118.5,19
70939.0,62615,13596.9,40
70939.0,67073,86.5,16
70939.0,81855,92.5,17
70939.0,91777,24.5,3
70939.0,96628,107.6,19
70939.0,97069,73.0,11
70965.0,10514,376.87,58
70965.0,13611,4138.55,49
70965.0,34054,88.4,16
70965.0,50783,70.95,11
70965.0,60793,399.45,71
70965.0,76037,76.5,11
70965.0,85917,367.83,57
70965.0,8612,89.15,15
70965.0,90304,72.5,12
70969.0,100758,79.5,12
70969.0,10092,61.0,10
70969.0,11823,200.0,37
70969.0,14467,16985.0,12
70969.0,21222,136.5,20
70969.0,23614,170.55,32
70969.0,24964,92.0,15
70969.0,3776,91.0,13
70969.0,3786,121.65,21
70969.0,38120,60.0,10
70969.0,38470,213.5,39
70969.0,4336,161.19,22
70969.0,50561,288.05,48
70969.0,52682,107.4,21
70969.0,71150,216.9,36
70969.0,73010,108.0,18
70969.0,74524,108.95,19
70969.0,94333,154.5,27
70975.0,17048,46.0,8
70975.0,33124,50.0,1
70975.0,40290,28.5,5
70975.0,40739,159.05,27
70975.0,42171,284.41,41
70975.0,43470,64.5,11
70975.0,55201,92.5,15
70975.0,59872,199.0,29
70975.0,60826,318.3400000000001,28
70975.0,61666,2470.42,40
70975.0,67196,65.5,12
70975.0,7248,237.49,35
70975.0,73293,80.0,12
70975.0,74596,30.5,6
70975.0,86916,112.8,18
70975.0,87579,51.0,8
70975.0,88491,108.5,19
70975.0,97344,584.4499999999998,69
70975.0,97649,86.4,15
70975.0,98725,167.65000000000003,24
70975.0,99589,165.5,29
70982.0,12148,81.4,15
70982.0,12673,23.5,4
70982.0,14272,2.65,1
70982.0,18580,3035.45,21
70982.0,19303,1.8,1
70982.0,22113,106.0,17
70982.0,25192,62.0,11
70982.0,3495,37.0,7
70982.0,55706,49.5,7
70982.0,62116,2.65,1
70982.0,64720,55.1,3
70982.0,66196,2.4,1
70982.0,6888,1.95,1
70982.0,77624,4.5,2
70982.0,7921,76.8,14
70982.0,89289,13.0,2
70985.0,14496,45.0,8
70985.0,16689,84.5,12
70985.0,2910,36.5,6
70985.0,31639,18879.9,48
70985.0,33246,130.79,15
70985.0,3634,54.5,9
70985.0,54336,103.0,16
70985.0,5537,78.5,14
70985.0,60323,17.0,3
70985.0,63614,88.5,15
70985.0,73405,88.0,13
70985.0,79222,70.5,13
70985.0,80133,161.60000000000005,28
70985.0,89451,119.0,20
70993.0,13495,131.4,23
70993.0,13532,17950.0,12
70993.0,17756,113.0,18
70993.0,22328,100.0,16
70993.0,25930,61.0,11
70993.0,32185,527.0,87
70993.0,42867,61.0,11
70993.0,52657,189.71,19
70993.0,59583,23.5,4
70993.0,65802,435.5,81
70993.0,72163,317.2,52
70993.0,73203,67.5,12
70993.0,73708,82.5,14
70993.0,78093,135.5,19
70993.0,81385,243.74,26
70993.0,84615,95.0,13
70993.0,84779,68.5,11
71000.0,44898,4.8,2
71000.0,66869,7137.44,46
71000.0,7850,4.65,2
71000.0,81825,248.9,41
71000.0,99533,2.2,1
71001.0,33055,187.1,7
71001.0,33124,50.0,1
71001.0,42541,57.5,10
71001.0,47173,170.61,23
71001.0,51027,7.0,3
71001.0,67382,90.0,16
71001.0,71454,5599.94,27
71001.0,9453,47.5,7
71006.0,17163,62.0,11
71006.0,17291,60.65000000000001,12
71006.0,18669,183.3,32
71006.0,21727,106.55,16
71006.0,22296,17975.0,12
71006.0,24945,44.5,7
71006.0,2862,83.24999999999999,16
71006.0,39953,61.0,11
71006.0,45282,64.5,11
71006.0,51233,191.8,32
71006.0,52943,256.0,43
71006.0,54778,175.8,32
71006.0,58592,100.5,16
71006.0,60424,199.45,29
71006.0,72931,84.5,15
71006.0,80635,220.5,37
71006.0,89477,201.85,36
71006.0,9120,384.45,64
71006.0,93549,197.5,32
71006.0,98305,74.0,13
71007.0,13875,153.7,30
71007.0,13993,51.5,8
71007.0,19668,46.0,8
71007.0,25518,1229.75,212
71007.0,28776,64.0,11
71007.0,39369,260.0,40
71007.0,43977,180.55,34
71007.0,47133,49.0,7
71007.0,4825,48.5,9
71007.0,53229,288.5,47
71007.0,58105,16.5,3
71007.0,60160,103.5,16
71007.0,64101,48.0,8
71007.0,69229,33.5,6
71007.0,77136,65.0,11
71007.0,78876,50.0,8
71007.0,93399,32.45,7
71008.0,100175,175.5,20
71008.0,19907,67.55,11
71008.0,23314,167.0,29
71008.0,31489,52.0,8
71008.0,32131,94.0,15
71008.0,33124,50.0,1
71008.0,37249,77.5,15
71008.0,39501,1128.45,190
71008.0,44543,396.65,64
71008.0,51723,58.5,10
71008.0,52924,53.5,8
71008.0,58428,371.8,67
71008.0,60869,95.0,14
71008.0,63586,64.5,11
71008.0,68605,62.5,11
71008.0,68986,161.15,26
71008.0,72007,241.65,38
71008.0,99496,44.0,8
71011.0,100517,103.9,20
71011.0,1827,688.9000000000002,102
71011.0,19993,291.95,54
71011.0,21496,24.5,4
71011.0,22341,58.0,10
71011.0,23151,5307.26,46
71011.0,33124,50.0,1
71011.0,42872,77.0,11
71011.0,44131,52.0,8
71011.0,48728,12.0,2
71011.0,48865,58.5,9
71011.0,49880,162.96,21
71011.0,53917,73.19999999999997,14
71011.0,55563,31.0,5
71011.0,67733,55.5,10
71011.0,70070,237.35,25
71011.0,87273,79.0,13
71015.0,100297,263.5,39
71015.0,12750,35.5,7
71015.0,17311,3778.5,23
71015.0,31267,41.5,5
71015.0,33369,113.7,20
71015.0,34794,218.8,39
71015.0,38780,248.0,42
71015.0,41387,18.0,2
71015.0,41784,98.0,15
71015.0,45164,140.0,23
71015.0,51289,160.5,24
71015.0,62322,55.0,11
71015.0,71859,30.0,5
71015.0,83050,58.5,10
71015.0,87568,123.35,23
71015.0,91733,29.5,5
71015.0,91736,31.5,5
71015.0,97038,34.0,6
71015.0,97962,35.5,5
71037.0,14147,59.5,8
71037.0,24240,74.45,11
71037.0,2756,22.0,4
71037.0,34405,117.0,18
71037.0,35212,28.5,4
71037.0,38214,56.0,10
71037.0,44432,34.77,6
71037.0,46853,526.6999999999998,88
71037.0,47539,7301.54,24
71037.0,49386,47.0,8
71037.0,50618,41.5,7
71037.0,57045,149.0,25
71037.0,58396,77.0,16
71037.0,68518,37.5,7
71037.0,70703,224.1,37
71037.0,71533,39.0,6
71037.0,72587,98.65,17
71037.0,76211,66.0,10
71037.0,77763,22.5,4
71037.0,79391,104.5,9
71037.0,8623,221.95,37
71037.0,88786,29.0,5
71037.0,96949,21.0,4
71049.0,1159,111.75,19
71049.0,21007,82.0,11
71049.0,22473,53.0,10
71049.0,27406,70.45,15
71049.0,34409,155.0,25
71049.0,3890,59.0,11
71049.0,39637,124.0,19
71049.0,41209,296.0,41
71049.0,41570,168.5,30
71049.0,42484,5584.4,43
71049.0,55489,134.0,23
71049.0,63621,22.5,4
71049.0,68934,81.0,13
71049.0,77423,145.0,23
71049.0,84262,98.36,11
71049.0,85194,39.5,5
71049.0,93841,241.3,37
71049.0,95543,11.5,2
71049.0,98491,368.39999999999986,66
71056.0,16034,144.17000000000004,21
71056.0,6569,13140.45,33
71056.0,8501,1.8,1
71056.0,87731,280.18,41
71104.0,32515,153.55,26
71104.0,4861,97.0,17
71104.0,50073,65.0,10
71104.0,50927,19.0,3
71104.0,62299,67.0,11
71104.0,67521,56.5,10
71104.0,76456,111.0,18
71104.0,86195,65.5,12
71104.0,88664,39.5,7
71104.0,91816,69.5,10
71104.0,95007,168.5,20
71104.0,98443,89.0,13
71104.0,99351,183.3,31
71107.0,14032,99.4,18
71107.0,17004,161.9,27
71107.0,36164,809.5300000000002,81
71107.0,3650,652.8400000000001,66
71107.0,39077,248.0,40
71107.0,56260,97.0,17
71132.0,23969,92.12,10
71132.0,39583,77.5,12
71132.0,44128,311.0,50
71132.0,55110,309.0,56
71132.0,67851,143.35000000000005,23
71132.0,83591,282.4,46
71132.0,90975,159.98000000000005,21
71132.0,91593,242.3,44
71132.0,94318,139.0,23
71150.0,14467,18000.0,12
71150.0,17781,46.0,7
71150.0,19525,155.0,24
71150.0,36393,114.0,18
71150.0,37500,33.5,6
71150.0,37855,26.0,5
71150.0,45270,99.0,17
71150.0,49789,47.0,7
71150.0,52235,28.0,5
71150.0,60846,329.3,52
71150.0,70969,245.5,38
71150.0,79421,87.0,13
71150.0,80477,169.85000000000005,28
71150.0,80711,66.55,13
71150.0,84594,119.7,18
71150.0,86153,182.65,30
71150.0,87398,145.6,26
71150.0,88027,67.4,15
71150.0,88754,54.0,9
71150.0,96474,131.0,21
71156.0,1071,70.0,9
71156.0,11456,116.5,18
71156.0,15408,74.0,12
71156.0,22276,47.5,9
71156.0,22917,117.5,21
71156.0,26660,63.0,11
71156.0,33124,50.0,1
71156.0,34075,124.0,22
71156.0,39065,17.0,3
71156.0,44575,32.0,5
71156.0,44635,3771.45,71
71156.0,48553,174.0,30
71156.0,48578,137.35000000000002,26
71156.0,48590,280.45,50
71156.0,49927,180.1,31
71156.0,63664,222.15,28
71156.0,66182,132.70000000000002,24
71156.0,71028,82.43,10
71156.0,74909,73.0,12
71156.0,96436,54.75,10
71156.0,97864,46.5,9
71159.0,19910,413.71,59
71159.0,51310,279.25000000000006,40
71159.0,5701,56.0,9
71159.0,58327,187.65,33
