to_randomly_generated_account,frequency,monetary,recency
76923,20,121.5,3.0
76924,13,75.95,0.0
76928,18,109.0,0.0
76930,11,521.8299999999999,2.0
76933,26,157.15,3.0
7694,24,1107.25,0.0
76941,9,48.15,1.0
76946,18,116.28,0.0
76947,17,86.0,1.0
76950,19,108.95,2.0
76951,22,204.79,0.0
76957,16,78.15,4.0
76974,26,158.61,0.0
76976,26,159.0,0.0
76979,32,25838.0,0.0
7698,18,107.99000000000001,3.0
76990,14,81.8,0.0
76993,8,1017.0,6.0
77003,20,117.0,3.0
77035,11,1788.5,3.0
77038,18,157.17000000000002,5.0
77040,7,39.0,1.0
77045,27,708.59,0.0
77063,25,198.21,0.0
77064,11,77.0,0.0
77068,26,315.79,0.0
77071,22,19762.5,0.0
77084,11,79.0,0.0
77120,26,2006.85,2.0
77126,22,120.65,1.0
77136,24,145.4,1.0
77147,19,135.0,6.0
77148,22,145.5,0.0
77159,24,989.65,0.0
77162,32,243.77,1.0
77167,18,92.75,0.0
77171,33,234.53,0.0
77173,18,93.05,6.0
77180,19,108.2,2.0
77183,19,105.45,1.0
77195,16,1057.0,11.0
77197,32,1466.5,0.0
77214,23,131.7,2.0
77217,29,1012.5,4.0
77222,16,155.02,5.0
77230,19,97.5,3.0
77237,31,185.4,1.0
77243,17,91.55,1.0
77249,22,136.3,4.0
77253,27,157.95,4.0
77260,13,78.0,0.0
77273,31,221.21,0.0
77297,14,77.15,3.0
77301,18,162.05,13.0
77324,5,44.67,0.0
7734,7,40.5,7.0
77345,14,87.0,5.0
77355,10,77.0,1.0
77357,22,872.84,10.0
7736,16,112.0,0.0
77363,28,174.5,0.0
77369,27,183.5,0.0
77375,23,996.15,2.0
77380,32,194.8,2.0
77394,36,1218.5,0.0
77395,41,2307.42,2.0
77400,19,107.95,3.0
77405,17,1475.5,0.0
77407,17,112.0,0.0
77410,9,58.15,6.0
77423,17,94.05,0.0
77435,32,193.5,0.0
77446,2,15.0,22.0
77452,20,113.5,7.0
77458,28,164.5,0.0
7746,5,27.5,20.0
77464,21,113.0,5.0
77470,21,170.43,6.0
77476,23,178.7,0.0
77479,8,53.5,6.0
77493,25,153.5,5.0
77506,24,170.36,0.0
77512,9,47.9,4.0
77514,27,147.3,0.0
7752,8,40.95,1.0
77527,26,1111.8,2.0
77534,5,27.0,0.0
77537,14,84.5,0.0
77556,40,805.29,1.0
77557,23,1811.0,0.0
77560,22,2815.0,0.0
77576,40,315.61,0.0
77584,11,62.5,1.0
77606,19,609.9,0.0
77620,18,1172.5,5.0
77624,15,86.45,2.0
77638,17,102.5,0.0
7764,8,41.45,5.0
77642,21,142.54,0.0
77656,24,140.8,2.0
77660,14,83.0,5.0
77663,32,1277.16,1.0
77669,4,32.5,0.0
77676,8,51.5,0.0
77687,25,771.5,3.0
77698,12,93.07,1.0
77699,29,931.2,0.0
77710,19,1511.78,0.0
77724,25,140.0,1.0
7773,22,161.01,1.0
77732,16,87.59,1.0
77738,17,74.55,0.0
77753,19,100.15,5.0
77760,27,141.0,0.0
77761,21,3671.7,5.0
77763,17,98.5,5.0
77764,23,181.84,0.0
77775,31,1587.5,4.0
77784,18,109.7,0.0
77787,22,1053.5,1.0
77806,19,111.3,0.0
77815,10,68.95,7.0
77816,13,64.2,0.0
77819,26,178.85,0.0
7783,18,106.5,0.0
77832,19,1075.0,0.0
77844,19,118.0,0.0
77851,21,1148.95,0.0
77868,18,96.3,7.0
77875,16,1746.76,0.0
77901,55,49131.0,0.0
77908,11,56.7,5.0
7791,4,24.0,9.0
77911,7,870.0,1.0
77913,19,100.5,4.0
77922,26,1963.62,0.0
77926,11,60.0,0.0
77939,26,146.5,1.0
77946,20,173.25,0.0
77948,23,123.45,2.0
77951,12,75.0,1.0
77957,11,77.5,0.0
77966,25,148.5,0.0
77974,24,157.5,0.0
77984,15,69.05,5.0
77989,12,133.32999999999998,0.0
77993,18,108.15,0.0
77995,13,122.48,0.0
78000,28,175.25,0.0
78007,15,123.75,2.0
78017,30,159.05,0.0
78023,31,188.21,0.0
78033,21,119.0,0.0
78042,20,129.1,0.0
78049,20,117.0,0.0
78055,7,40.0,0.0
78056,19,125.5,1.0
78057,14,92.5,3.0
78059,38,1280.97,0.0
78062,15,94.05,0.0
78067,6,37.75,12.0
78077,6,39.5,8.0
78078,26,217.14,4.0
78085,11,85.6,0.0
7809,11,62.0,5.0
78092,15,105.65,0.0
78093,19,456.1,1.0
78094,8,775.1,0.0
7810,6,639.0,5.0
78104,2,6.95,3.0
78105,10,52.5,6.0
78110,13,66.4,8.0
78115,31,156.1,5.0
78116,9,56.5,7.0
78119,10,76.0,1.0
78121,24,142.5,0.0
78122,21,131.5,0.0
78125,11,66.96,3.0
78137,19,96.15,3.0
78140,24,157.15,0.0
78142,28,161.0,0.0
78147,22,158.66,6.0
78176,14,74.5,2.0
78177,3,16.5,6.0
78184,24,184.37,5.0
78197,19,116.0,0.0
78198,13,89.47,0.0
7820,20,208.26,1.0
78200,11,69.65,0.0
78211,21,115.0,4.0
78213,22,149.12,0.0
78222,12,74.5,5.0
78223,22,609.95,4.0
78224,25,151.0,5.0
78228,28,187.5,0.0
78244,21,122.0,1.0
78253,19,115.25,0.0
78258,19,416.95,12.0
78259,10,93.21,5.0
78272,21,113.95,1.0
78273,16,81.0,0.0
78275,20,118.3,5.0
7828,13,75.5,0.0
78290,17,1115.0,14.0
78306,26,169.5,0.0
7831,25,135.1,5.0
78326,21,127.45,0.0
78334,65,40681.4,0.0
78337,14,160.63,1.0
78345,14,79.0,0.0
78360,8,41.45,0.0
78365,10,66.5,6.0
78380,18,127.72,1.0
78389,4,37.71,10.0
78401,16,88.7,5.0
78403,17,102.5,2.0
78414,8,71.42,0.0
78415,21,980.4300000000001,2.0
78418,3,16.5,12.0
78419,28,157.5,0.0
78422,11,60.0,0.0
78423,14,84.5,1.0
78426,19,1048.0,3.0
7843,7,34.5,12.0
78430,9,51.95,1.0
78440,10,64.5,5.0
78445,12,56.9,1.0
78453,20,112.5,0.0
78457,18,126.67,2.0
78458,14,817.95,0.0
78462,24,147.7,6.0
78465,17,2054.5,0.0
78468,14,80.5,0.0
78470,43,36899.65,1.0
78472,18,115.65,0.0
78474,24,133.2,3.0
78478,9,56.8,3.0
78482,22,141.25,3.0
78484,12,1105.95,2.0
78485,16,95.05,0.0
78494,39,282.8,0.0
7850,34,183.65,5.0
78509,20,1117.55,6.0
7851,16,102.35,3.0
78511,8,99.67,0.0
78514,12,1957.5,20.0
78525,11,71.5,6.0
78526,17,198.51999999999998,0.0
78529,12,58.5,6.0
7853,30,228.56,0.0
78533,10,55.15,1.0
78547,12,83.5,5.0
78548,16,103.06,7.0
78551,23,136.35,0.0
78554,28,1172.6,0.0
7856,26,162.5,5.0
78568,15,93.5,6.0
7857,20,131.7,2.0
78571,25,153.0,0.0
78576,17,105.25,4.0
78589,27,148.35,3.0
78603,5,32.5,1.0
78605,2,12.5,14.0
78612,35,247.3,5.0
78615,24,230.08,2.0
78628,27,137.95,4.0
78629,9,48.5,13.0
78647,20,1351.65,0.0
78652,17,110.0,0.0
78663,24,135.95,5.0
78668,21,138.1,0.0
78671,22,154.0,1.0
78673,16,78.65,5.0
78681,12,70.5,1.0
78688,12,64.95,0.0
78700,16,95.4,2.0
78704,9,42.5,1.0
78719,12,72.69,2.0
7872,16,92.0,0.0
78720,20,115.45,5.0
78725,17,95.0,0.0
78730,25,135.5,0.0
7875,27,171.0,1.0
7876,12,63.95,0.0
7877,7,51.0,1.0
78775,17,106.5,0.0
78777,12,1083.01,0.0
78780,25,125.9,3.0
78784,15,81.05,1.0
78790,17,96.45,6.0
78794,8,58.36,7.0
78798,35,1894.5,3.0
78801,9,46.9,11.0
78802,20,137.5,6.0
78804,14,81.15,0.0
78823,33,198.0,1.0
78824,16,79.1,1.0
78828,23,163.41,0.0
78849,11,95.84,0.0
78864,10,69.5,5.0
78868,22,135.0,4.0
78876,14,84.25,0.0
78883,21,151.0,0.0
78886,1,4.5,
78893,17,98.0,0.0
78897,15,81.0,3.0
78904,20,505.0,0.0
78915,23,122.7,0.0
78918,32,187.95,0.0
78919,14,1056.0,0.0
78932,5,22.9,21.0
78946,12,81.0,1.0
78953,20,134.0,5.0
78963,19,150.5,6.0
78964,16,101.0,7.0
78974,17,85.2,4.0
78988,33,995.5,1.0
78992,25,135.65,6.0
78993,3,15.5,0.0
79024,38,25805.7,1.0
79031,7,40.0,5.0
79033,23,136.75,5.0
79051,18,106.0,0.0
79064,19,106.5,4.0
79074,17,108.5,3.0
79079,13,79.55,8.0
79087,19,102.1,2.0
7909,10,1315.0,7.0
79091,11,671.1,1.0
79100,17,139.18,0.0
79102,29,164.2,0.0
79108,11,71.5,8.0
79121,13,74.5,7.0
79123,10,131.19,5.0
79132,21,126.0,0.0
79137,30,1155.05,1.0
79141,15,108.93,2.0
79145,10,66.5,8.0
79147,22,132.85,1.0
79148,26,2024.5,0.0
79149,16,90.95,1.0
7915,20,123.0,0.0
79156,7,36.59,7.0
79161,11,62.5,0.0
79162,20,128.0,0.0
79165,11,65.5,7.0
7917,22,124.95,0.0
79173,24,1688.0,0.0
79174,12,79.0,7.0
79175,8,39.5,6.0
79196,10,58.0,0.0
79200,38,205.25,4.0
7921,23,149.5,2.0
79214,32,252.28,0.0
79215,19,119.0,0.0
79222,29,220.45999999999998,3.0
7924,20,121.5,0.0
79242,18,98.45,0.0
79254,17,100.15,4.0
79262,18,464.5,5.0
79273,12,74.0,6.0
79277,20,105.0,0.0
79279,16,101.05,4.0
79283,30,2752.02,1.0
79304,26,156.5,1.0
79325,13,985.95,6.0
79368,23,146.7,0.0
79381,15,80.15,2.0
79384,14,1081.52,0.0
79386,7,35.5,0.0
79390,12,69.0,13.0
79391,5,27.5,7.0
7940,31,167.8,1.0
79411,10,53.5,9.0
79412,16,88.8,0.0
79415,21,125.0,0.0
79421,19,111.5,0.0
79442,10,58.2,1.0
79456,16,98.0,13.0
7946,31,178.1,1.0
79468,24,148.0,0.0
79471,23,132.5,0.0
79480,26,1240.0,4.0
79483,17,100.5,0.0
7949,12,385.25,0.0
79494,16,109.0,3.0
79495,7,40.0,14.0
79497,9,47.0,5.0
79498,10,47.5,0.0
79500,21,120.35,5.0
79510,14,1854.61,5.0
79512,21,128.5,5.0
79518,12,74.55,2.0
79519,24,145.0,1.0
79531,26,161.55,0.0
79546,36,1462.5,0.0
79550,25,15365.7,2.0
79551,27,153.2,4.0
79554,27,284.42,5.0
79560,12,74.5,2.0
79579,31,1082.0,0.0
79591,11,79.27,5.0
79592,21,127.5,3.0
7964,16,95.9,2.0
79642,22,133.8,0.0
79654,13,81.5,9.0
79655,9,54.0,0.0
79656,13,86.5,14.0
7966,24,934.0,6.0
79662,27,161.35,2.0
79665,14,92.0,0.0
79669,15,693.8,1.0
79674,6,39.0,2.0
79677,25,156.35,0.0
79680,8,47.0,0.0
79690,27,183.68,0.0
79698,25,1513.45,0.0
79699,2,15.5,20.0
7970,35,205.5,1.0
79703,19,95.6,0.0
79713,8,44.95,4.0
79716,35,201.5,0.0
79739,12,75.0,5.0
79746,2,10.0,0.0
79747,9,47.0,2.0
79756,12,646.0,6.0
79762,25,206.11,0.0
79769,26,151.4,0.0
79779,13,873.95,4.0
7979,20,108.35,0.0
79792,28,155.5,0.0
79815,2,10.0,0.0
79829,25,1269.84,0.0
79834,16,82.0,6.0
7984,21,145.3,5.0
79841,34,193.2,0.0
79852,4,23.0,0.0
79862,34,199.2,0.0
79863,12,59.0,5.0
79889,9,53.0,2.0
7989,32,810.5,0.0
79891,26,153.0,0.0
79893,4,22.15,7.0
79895,25,757.16,1.0
79896,25,139.15,0.0
79904,7,42.0,6.0
79910,6,41.0,0.0
79920,16,82.5,0.0
79924,26,155.0,0.0
79941,17,114.89,0.0
79947,10,59.0,0.0
79951,22,151.0,0.0
79963,12,270.6,3.0
79971,22,1097.7,3.0
79987,25,172.52,5.0
79993,21,102.7,0.0
79999,33,1732.25,0.0
80005,19,115.0,0.0
80006,2,13.5,27.0
8001,18,1037.25,2.0
80020,20,111.45,4.0
80021,9,54.0,1.0
8003,20,125.5,5.0
80047,16,98.5,0.0
80064,17,1157.0,5.0
80065,23,132.05,7.0
80068,4,28.0,7.0
80071,11,70.0,5.0
80073,10,57.5,0.0
80074,21,183.83,0.0
80078,2,11.0,0.0
80080,19,1260.0,7.0
80083,12,68.0,0.0
80101,23,144.25,3.0
80106,25,1330.58,0.0
80118,20,119.0,14.0
80120,29,3088.02,0.0
80123,10,57.5,5.0
80133,19,92.8,2.0
80140,8,492.0,3.0
80143,27,1029.45,0.0
80144,14,85.45,7.0
80149,31,213.31,0.0
80150,11,67.5,15.0
80158,12,75.5,0.0
80180,19,110.0,0.0
80186,22,2396.5,0.0
80202,8,44.05,2.0
80205,13,81.0,0.0
80207,19,112.5,0.0
80211,7,45.0,0.0
80216,26,155.0,0.0
80220,13,83.0,0.0
80223,16,105.5,1.0
8024,16,1519.75,1.0
80242,10,45.7,7.0
80245,29,161.85,0.0
80250,26,143.65,0.0
80251,6,43.5,3.0
80252,27,1752.55,2.0
80257,32,182.95,0.0
80261,29,1062.83,0.0
80262,10,934.9,5.0
80274,23,137.87,7.0
80276,15,111.28,5.0
80293,16,92.5,0.0
8030,13,67.35,0.0
8031,26,158.0,1.0
80317,21,131.95,2.0
80323,21,188.68,0.0
80330,11,73.0,7.0
80331,13,104.48,4.0
80333,20,116.5,0.0
80336,5,670.0,5.0
80353,13,73.4,1.0
80355,22,123.25,0.0
80382,21,118.5,0.0
80383,21,110.6,3.0
80414,9,45.75,7.0
80424,20,842.24,3.0
80430,18,113.5,5.0
80438,22,811.66,0.0
80448,9,44.3,10.0
80455,18,108.5,11.0
80463,12,94.01,0.0
80477,11,1389.75,2.0
80486,18,96.5,1.0
80492,19,118.5,0.0
80494,35,226.5,0.0
80498,12,73.5,0.0
80507,16,86.9,5.0
80508,26,143.65,5.0
80512,15,92.65,0.0
80526,18,100.65,2.0
80529,13,422.65,4.0
80536,26,134.9,0.0
80540,44,397.63,0.0
80556,22,1235.6,7.0
80558,23,133.5,4.0
8057,13,74.0,0.0
80574,14,737.5,0.0
8058,25,134.05,7.0
80580,23,152.5,1.0
8059,7,44.0,1.0
80590,29,182.3,0.0
80592,31,190.65,5.0
80597,18,96.45,3.0
80598,19,108.95,2.0
80606,18,122.5,0.0
80609,4,26.5,2.0
8062,20,121.5,2.0
80626,15,95.3,0.0
80627,9,74.61,12.0
80631,18,106.95,6.0
80632,14,1148.0,0.0
80635,22,134.5,0.0
80638,19,1444.5,2.0
80647,19,116.0,5.0
8065,19,193.75,0.0
80651,11,72.5,3.0
80654,18,108.5,6.0
80658,18,119.0,0.0
80661,16,163.92000000000002,0.0
80667,13,72.71000000000001,0.0
80670,14,88.5,0.0
80685,15,90.0,0.0
80691,35,228.15,0.0
80695,8,38.45,16.0
80697,14,966.3,8.0
80701,8,54.5,12.0
80702,12,111.7,0.0
80711,47,2646.55,0.0
80727,24,1028.5,1.0
80748,18,168.63,14.0
80751,17,501.0,4.0
80752,15,91.0,7.0
80758,9,47.5,5.0
80762,17,109.5,0.0
80763,16,186.2,0.0
80767,32,605.25,0.0
80772,14,93.95,5.0
80785,30,189.15,0.0
80787,15,94.5,5.0
80792,21,1062.55,0.0
80801,10,60.5,0.0
80808,28,909.85,0.0
80831,20,706.9,3.0
80844,29,167.25,2.0
80850,14,520.0,4.0
80869,22,120.45,5.0
80870,23,139.23,5.0
80884,12,1271.5,1.0
8089,22,134.0,0.0
80895,28,181.0,1.0
80915,18,102.0,1.0
80917,16,97.89,5.0
80925,23,149.94,1.0
80928,27,145.0,5.0
80929,3,20.61,5.0
8094,36,219.0,0.0
80950,14,107.76,0.0
80954,10,60.0,0.0
80956,16,111.9,3.0
80963,18,95.2,0.0
8097,20,167.6,9.0
80975,23,124.25,0.0
80985,10,50.1,0.0
80990,18,133.03,0.0
81012,8,47.0,0.0
81014,5,23.45,4.0
81026,14,85.95,1.0
81031,19,125.94,0.0
81036,25,159.5,0.0
81037,20,116.0,7.0
8104,18,113.5,0.0
81052,13,97.56,0.0
81055,14,74.0,3.0
81076,17,108.55,0.0
81081,4,20.0,5.0
8109,22,153.0,4.0
81094,31,1412.0,0.0
81110,14,80.0,1.0
81112,13,87.0,7.0
81121,40,319.53000000000003,0.0
8114,11,59.5,1.0
81143,15,77.5,6.0
81160,5,42.0,0.0
81166,24,151.0,0.0
81179,3,19.0,8.0
81185,28,166.4,0.0
8119,10,55.0,11.0
81198,10,69.57,5.0
81202,20,115.0,0.0
81217,7,42.5,0.0
81218,19,105.3,4.0
81219,5,644.5,3.0
81220,19,1089.97,5.0
81222,28,175.0,0.0
81228,4,24.5,20.0
81237,11,66.5,1.0
81240,25,129.05,1.0
81257,18,1197.65,0.0
81259,20,118.0,0.0
81270,12,104.38,7.0
81284,25,157.15,0.0
81295,6,42.65,5.0
81298,18,104.6,3.0
81302,4,23.0,14.0
81309,12,713.5,0.0
81316,24,217.95,5.0
8135,12,91.9,14.0
81352,23,137.0,0.0
81357,10,71.5,8.0
81366,35,198.01,0.0
81373,21,116.0,0.0
81375,9,56.45,0.0
81377,32,208.82,0.0
81381,24,146.5,0.0
81384,7,44.05,0.0
81385,28,158.5,0.0
81399,9,58.74,4.0
81402,18,102.0,0.0
81404,25,145.0,2.0
8141,10,63.5,5.0
8142,33,1406.95,4.0
8143,25,150.5,0.0
81434,13,67.95,2.0
8144,20,115.5,5.0
81451,25,146.95,1.0
81455,6,30.5,0.0
81456,1,6.5,
81457,11,58.5,3.0
81466,20,3009.0,2.0
81480,43,339.13,0.0
81487,50,1790.7,1.0
81488,17,96.0,7.0
81493,7,46.0,7.0
81497,21,113.0,5.0
81503,20,151.28,5.0
81504,10,65.0,3.0
81508,19,104.5,0.0
81529,15,84.5,5.0
81532,36,172.7,0.0
81540,15,372.0,0.0
81551,27,271.27,5.0
81568,25,1793.5,0.0
81581,28,189.39000000000001,0.0
81582,18,120.5,1.0
81587,28,227.88,0.0
81590,9,472.0,3.0
81593,8,56.0,4.0
81602,6,42.0,1.0
81605,7,41.0,0.0
81623,21,119.3,0.0
81637,22,138.9,1.0
8164,18,102.8,0.0
81648,7,40.5,0.0
81649,22,121.0,5.0
81650,26,157.0,0.0
81652,23,121.35,0.0
81657,15,93.0,2.0
8166,22,954.8,0.0
81676,8,53.0,1.0
81687,24,179.35,1.0
8169,14,85.4,6.0
81694,11,77.5,0.0
81705,1,6.0,
81719,14,88.6,3.0
81722,21,116.35,0.0
81725,14,92.5,0.0
81729,28,1073.0,3.0
81734,14,70.3,5.0
81736,14,82.5,2.0
81738,25,159.0,0.0
81751,5,28.5,0.0
81755,14,83.2,0.0
81758,3,14.0,9.0
81768,10,53.0,16.0
81770,15,112.0,6.0
8178,17,652.25,0.0
81784,20,111.65,3.0
81785,14,74.9,0.0
8179,11,47.55,0.0
81793,29,176.85,1.0
8180,19,681.84,5.0
81807,33,204.99,0.0
8181,42,41371.0,0.0
81823,17,94.15,4.0
81825,11,61.5,0.0
81826,19,122.69,0.0
81830,24,171.17,6.0
81834,4,23.0,12.0
81835,10,58.75,3.0
81845,23,122.55,1.0
81855,18,125.01,5.0
81861,19,111.5,0.0
81863,17,130.52,0.0
81882,24,157.68,5.0
81886,13,110.17,9.0
81897,22,2113.98,0.0
81901,18,110.67,3.0
81904,18,1693.0,0.0
81908,32,972.27,0.0
81911,15,81.5,0.0
81912,31,181.60999999999999,0.0
81918,12,67.5,0.0
81919,9,59.0,12.0
81931,10,57.0,0.0
8194,23,134.5,0.0
81946,19,115.0,6.0
81956,18,1463.5,5.0
81959,28,224.0,0.0
81963,14,65.05,2.0
81983,19,107.0,2.0
81985,41,256.28,0.0
82011,19,103.0,0.0
82015,12,71.0,5.0
82019,14,114.67,3.0
8203,6,36.0,6.0
8204,21,123.85,0.0
82050,13,64.0,12.0
82073,6,37.0,12.0
82082,19,110.5,0.0
8209,24,120.65,0.0
82104,14,1610.5,7.0
82112,20,108.5,0.0
82132,14,86.0,0.0
82133,14,78.4,1.0
82135,7,1017.21,5.0
82140,17,110.5,7.0
82153,13,76.0,0.0
82168,16,97.0,1.0
82181,26,199.66,4.0
82199,30,1950.5099999999998,1.0
82201,31,190.65,2.0
8221,15,94.0,7.0
82216,18,123.3,6.0
82224,26,921.3,1.0
82240,25,127.7,0.0
82257,33,2393.68,0.0
82267,22,131.5,4.0
82271,28,183.5,0.0
82278,11,61.0,7.0
8228,6,31.0,1.0
82287,18,120.0,5.0
82294,18,2349.15,1.0
82313,27,781.05,1.0
82317,19,122.5,0.0
8232,23,150.0,1.0
82323,25,170.53,5.0
82327,13,88.36,0.0
82341,9,57.0,0.0
82355,12,72.0,1.0
8236,20,1417.5,4.0
82362,12,64.25,0.0
82366,12,83.5,0.0
82375,9,52.5,0.0
82388,10,52.2,2.0
82398,26,202.32,4.0
82399,16,728.7800000000001,3.0
82406,20,115.5,0.0
82414,5,30.5,15.0
82427,18,1799.0099999999998,2.0
82436,43,1796.27,0.0
82437,22,114.5,6.0
82440,7,46.22,3.0
82447,20,940.5,1.0
82452,8,48.0,4.0
82454,24,139.05,1.0
82472,8,950.5,0.0
82475,29,160.8,0.0
82481,12,111.4,3.0
82490,6,31.5,6.0
82495,2,14.0,29.0
8250,8,75.65,4.0
82505,15,97.0,1.0
82519,19,102.45,9.0
82527,23,2513.9,3.0
8253,19,126.63,6.0
82535,22,142.5,0.0
82539,21,126.4,5.0
82553,14,76.5,4.0
82568,11,63.5,0.0
82569,3,19.0,0.0
82572,28,156.5,1.0
82585,21,1661.5,0.0
82590,27,244.55,0.0
8260,31,1343.5,0.0
82601,9,91.52000000000001,0.0
82606,21,125.0,0.0
82608,15,746.21,7.0
82610,21,117.0,6.0
82614,27,216.91,1.0
82617,14,120.53,0.0
82638,12,82.0,5.0
82639,9,49.0,2.0
82647,7,52.0,1.0
82648,28,163.0,5.0
82651,9,47.4,5.0
82652,14,412.83,1.0
82655,4,25.0,8.0
8266,11,68.5,1.0
82665,16,94.0,13.0
8267,32,274.71999999999997,1.0
82671,20,118.0,0.0
82675,30,165.5,0.0
82678,17,1063.44,2.0
8268,21,156.06,5.0
82680,24,145.5,1.0
82687,11,67.85,3.0
82692,25,167.46,0.0
82700,30,176.5,5.0
82704,7,39.5,7.0
82706,33,204.7,5.0
82707,10,60.2,8.0
82719,14,82.5,0.0
82725,8,48.5,2.0
82739,31,1078.65,5.0
82744,19,115.0,6.0
82749,24,990.5,0.0
82752,17,93.0,0.0
82756,34,232.5,2.0
82757,24,152.5,0.0
82765,16,94.0,1.0
82767,35,754.15,0.0
82780,13,53.4,4.0
82786,16,955.15,3.0
82787,6,37.5,5.0
82796,20,138.32,5.0
82802,21,157.36,6.0
82806,13,130.46,5.0
82816,10,77.5,0.0
82818,18,116.9,5.0
82823,38,253.5,0.0
82829,27,2100.7,0.0
82846,30,176.0,5.0
82853,20,2991.0,2.0
82856,20,119.4,3.0
82861,9,45.95,5.0
82862,4,407.5,15.0
82865,24,154.5,0.0
82868,22,1864.0,0.0
82871,20,116.16,3.0
82874,7,44.5,8.0
82882,16,86.45,0.0
82886,19,179.19,5.0
82887,10,54.5,0.0
82902,17,965.5,2.0
82908,8,662.81,6.0
82909,6,31.0,2.0
82912,36,202.5,0.0
82923,12,80.0,0.0
82931,30,1022.75,2.0
8294,13,1038.5,1.0
82946,24,149.9,0.0
8295,10,61.45,1.0
82953,21,134.0,2.0
82958,23,1887.9099999999999,5.0
8296,23,133.5,0.0
82968,24,117.45,5.0
8297,18,121.0,1.0
82980,15,85.65,0.0
82990,8,44.4,3.0
82997,13,78.0,8.0
83011,24,143.0,0.0
83029,10,62.0,0.0
83030,7,47.5,0.0
83033,9,2118.18,0.0
83036,17,1080.55,6.0
83037,17,87.9,5.0
83041,13,92.91,1.0
83050,24,153.65,0.0
83054,30,171.35,0.0
8306,17,135.41,5.0
83061,25,195.26,0.0
83067,16,91.05,0.0
83068,30,156.4,0.0
8307,19,120.4,7.0
83071,17,94.45,0.0
83082,19,126.15,0.0
83085,19,126.5,1.0
83092,11,65.5,0.0
83100,18,104.65,1.0
83116,22,1001.87,2.0
83121,19,104.85,0.0
83127,23,146.5,0.0
83134,11,60.0,0.0
83135,7,29.65,3.0
83145,4,26.5,1.0
83152,18,957.84,1.0
83163,36,1271.48,5.0
83164,16,108.5,0.0
83177,7,38.0,1.0
83178,23,114.45,7.0
83191,20,151.37,0.0
83195,22,142.0,4.0
83199,33,220.7,5.0
83201,28,165.5,1.0
83209,6,28.3,0.0
8321,10,56.5,0.0
83210,24,144.0,7.0
83215,20,150.34,6.0
83222,21,1868.7,2.0
83236,25,149.95,3.0
83237,10,96.96,5.0
83257,1,5.0,
83264,5,34.0,20.0
8327,19,106.5,7.0
8328,20,130.0,5.0
83290,14,71.45,1.0
83294,16,95.5,0.0
83295,15,85.0,5.0
83304,14,78.4,0.0
8331,24,2030.1,0.0
83312,22,135.5,2.0
83323,20,122.0,6.0
83325,10,56.5,7.0
83329,15,1012.5,5.0
8334,3,14.0,5.0
83345,14,86.0,6.0
83346,20,101.95,3.0
83354,17,323.0,7.0
83397,16,82.5,0.0
83402,22,117.65,5.0
83404,22,122.45,0.0
83426,33,197.65,1.0
83427,12,78.5,6.0
83454,12,84.0,0.0
83457,20,131.05,0.0
83462,17,113.0,0.0
83470,27,166.75,0.0
83481,23,154.93,1.0
83485,18,116.5,0.0
83493,15,569.87,4.0
83505,26,167.86,1.0
83507,21,178.64,1.0
83511,25,139.15,0.0
83525,21,115.0,6.0
83533,6,1069.42,0.0
83551,8,47.5,2.0
83557,36,1480.5,0.0
83562,35,200.0,5.0
83565,13,96.5,1.0
83569,5,732.5,6.0
83572,21,1264.01,3.0
83574,17,1307.0,0.0
83578,20,2109.8199999999997,0.0
83585,12,67.35,0.0
83587,14,84.0,0.0
83591,25,134.05,0.0
83593,19,109.01,1.0
83596,24,149.5,2.0
83599,10,53.5,0.0
8360,18,106.5,0.0
83601,23,150.5,0.0
83611,24,142.05,0.0
83619,18,101.2,0.0
83623,11,75.0,5.0
83668,8,41.0,0.0
83669,10,62.0,6.0
83681,18,872.84,5.0
83683,8,55.0,0.0
83689,26,148.0,2.0
8369,31,192.33,1.0
83701,23,138.0,0.0
83704,6,69.9,6.0
83715,12,67.5,1.0
83719,22,165.64000000000001,0.0
83726,10,50.65,11.0
83741,8,56.5,1.0
83742,25,1088.15,2.0
83746,22,115.15,2.0
83747,18,104.5,2.0
83748,19,111.5,0.0
83755,15,91.0,1.0
83757,11,68.0,18.0
83764,10,65.0,0.0
83765,20,109.9,1.0
8377,28,1993.35,0.0
83770,31,184.15,3.0
83785,13,80.0,7.0
83788,22,2429.68,0.0
83789,12,344.5,0.0
83807,8,46.0,9.0
8381,51,46081.45,0.0
83810,10,80.86,9.0
83816,4,19.5,14.0
83818,17,323.45,0.0
83844,23,151.0,0.0
83845,34,603.21,0.0
83848,5,51.75,27.0
8386,17,133.59,4.0
83869,23,167.5,1.0
8387,17,137.88,0.0
83870,28,189.95,3.0
83879,13,1030.15,0.0
83899,23,122.3,2.0
83900,13,1493.15,0.0
83907,30,167.2,0.0
83908,17,3359.0,1.0
83909,17,102.6,1.0
83910,21,148.49,5.0
83913,19,99.0,0.0
83919,18,98.0,5.0
83923,20,1426.15,0.0
83926,26,153.5,6.0
83928,16,100.5,1.0
83934,17,110.5,2.0
83935,40,1417.0,0.0
83951,30,177.0,0.0
83957,12,68.4,0.0
83960,14,137.83,5.0
83964,14,88.0,0.0
83968,11,63.45,0.0
83970,11,61.5,1.0
83980,10,55.5,1.0
83981,9,64.21000000000001,1.0
83982,7,47.5,5.0
83984,27,163.75,0.0
83985,15,93.05,0.0
