from_totally_fake_account,monetary,frequency,recency,R_score,F_score,M_score,R Compare,F Compare,M Compare,Category
83578.0,29913.44,1094,0,5,3,4,high,low,high,Important development customers
83585.0,20899.75,1603,0,5,5,3,high,high,low,General value customers
83591.0,24309.72,2058,0,5,5,4,high,high,high,important value customers
83593.0,23617.48,1173,0,5,3,4,high,low,high,Important development customers
83599.0,16464.6,1205,0,5,3,1,high,low,low,General development users
83601.0,25280.35,1092,0,5,3,4,high,low,high,Important development customers
83681.0,32770.86,993,1,4,2,5,low,low,high,Important customer recall
83689.0,9890.59,758,0,5,1,1,high,low,low,General development users
83704.0,15553.65,1071,0,5,2,1,high,low,low,General development users
83719.0,19122.89,2025,0,5,5,2,high,high,low,General value customers
83726.0,33107.96,1882,0,5,5,5,high,high,high,important value customers
83741.0,24214.75,1025,0,5,2,4,high,low,high,Important development customers
83742.0,33131.92,2059,0,5,5,5,high,high,high,important value customers
83765.0,25859.05,1847,0,5,5,4,high,high,high,important value customers
83788.0,29541.11,1147,0,5,3,4,high,low,high,Important development customers
83789.0,32740.54,1036,2,3,2,5,low,low,high,Important customer recall
83810.0,15997.74,1210,0,5,3,1,high,low,low,General development users
83816.0,10088.11,920,0,5,1,1,high,low,low,General development users
83818.0,36652.18,1839,0,5,5,5,high,high,high,important value customers
83845.0,30173.02,1654,0,5,5,4,high,high,high,important value customers
83848.0,9210.14,774,0,5,1,1,high,low,low,General development users
83870.0,18315.65,1349,0,5,4,2,high,high,low,General value customers
83907.0,34420.93,1799,0,5,5,5,high,high,high,important value customers
83908.0,30649.94,832,0,5,1,5,high,low,high,Important development customers
83910.0,24349.54,1702,0,5,5,4,high,high,high,important value customers
83926.0,20141.98,957,0,5,2,3,high,low,low,General development users
83928.0,31668.83,834,1,4,1,5,low,low,high,Important customer recall
83934.0,29711.74,990,0,5,2,4,high,low,high,Important development customers
83935.0,36170.34,1566,0,5,4,5,high,high,high,important value customers
83951.0,14813.16,861,0,5,1,1,high,low,low,General development users
83960.0,19783.51,1114,0,5,3,3,high,low,low,General development users
83968.0,17747.41,1110,0,5,3,2,high,low,low,General development users
83981.0,18742.02,1730,0,5,5,2,high,high,low,General value customers
83982.0,20064.18,846,0,5,1,3,high,low,low,General development users
83984.0,18970.42,1461,0,5,4,2,high,high,low,General value customers
83985.0,30155.11,1186,2,3,3,4,low,low,high,Important customer recall
83998.0,18786.57,1817,0,5,5,2,high,high,low,General value customers
84000.0,33602.23,932,0,5,1,5,high,low,high,Important development customers
84041.0,17571.1,1837,0,5,5,2,high,high,low,General value customers
84051.0,31288.68,1085,0,5,2,5,high,low,high,Important development customers
84061.0,19326.25,1232,0,5,3,2,high,low,low,General development users
84070.0,19002.95,997,0,5,2,2,high,low,low,General development users
84119.0,17866.77,1325,0,5,4,2,high,high,low,General value customers
84128.0,26335.57,955,1,4,1,4,low,low,high,Important customer recall
84131.0,14866.32,985,3,2,2,1,low,low,low,General recall of customers
84132.0,16965.88,1696,0,5,5,1,high,high,low,General value customers
84134.0,17953.76,1237,0,5,3,2,high,low,low,General development users
84136.0,21208.03,1702,0,5,5,3,high,high,low,General value customers
84138.0,33366.8,1556,0,5,4,5,high,high,high,important value customers
84143.0,20762.4,1637,0,5,5,3,high,high,low,General value customers
84151.0,32969.22,1068,0,5,2,5,high,low,high,Important development customers
84162.0,21777.4,1741,0,5,5,3,high,high,low,General value customers
84169.0,32604.05,917,0,5,1,5,high,low,high,Important development customers
84189.0,34029.69,1377,0,5,4,5,high,high,high,important value customers
84192.0,36789.49,1922,0,5,5,5,high,high,high,important value customers
84193.0,17843.93,1465,0,5,4,2,high,high,low,General value customers
84224.0,36382.21,1508,0,5,4,5,high,high,high,important value customers
84242.0,12497.57,867,3,2,1,1,low,low,low,General recall of customers
84251.0,19207.69,1237,0,5,3,2,high,low,low,General development users
84262.0,22879.6,1569,0,5,4,3,high,high,low,General value customers
84283.0,19471.48,1881,0,5,5,2,high,high,low,General value customers
84298.0,33550.52,1125,0,5,3,5,high,low,high,Important development customers
84302.0,30287.1,1251,0,5,4,4,high,high,high,important value customers
84316.0,36664.54,1220,0,5,3,5,high,low,high,Important development customers
84326.0,35885.23,1199,0,5,3,5,high,low,high,Important development customers
84336.0,21163.47,1707,0,5,5,3,high,high,low,General value customers
84354.0,14939.01,989,0,5,2,1,high,low,low,General development users
84358.0,16569.68,1741,0,5,5,1,high,high,low,General value customers
84363.0,17275.92,936,1,4,1,2,low,low,low,General recall of customers
84377.0,30696.42,1660,0,5,5,5,high,high,high,important value customers
84417.0,16323.17,975,0,5,2,1,high,low,low,General development users
84432.0,21107.61,953,0,5,1,3,high,low,low,General development users
84437.0,22991.17,1822,0,5,5,3,high,high,high,important value customers
84454.0,21962.59,1079,0,5,2,3,high,low,low,General development users
84459.0,12525.92,960,0,5,2,1,high,low,low,General development users
84472.0,17181.79,1153,0,5,3,2,high,low,low,General development users
84484.0,21653.25,1201,1,4,3,3,low,low,low,General recall of customers
84496.0,29862.79,1043,0,5,2,4,high,low,high,Important development customers
84498.0,28895.27,877,0,5,1,4,high,low,high,Important development customers
84504.0,28650.57,805,0,5,1,4,high,low,high,Important development customers
84535.0,23059.24,1109,0,5,3,4,high,low,high,Important development customers
84550.0,22023.21,818,0,5,1,3,high,low,low,General development users
84553.0,23113.63,1763,0,5,5,4,high,high,high,important value customers
84579.0,21157.6,2222,0,5,5,3,high,high,low,General value customers
84583.0,18739.63,1600,0,5,5,2,high,high,low,General value customers
84594.0,30039.63,1450,0,5,4,4,high,high,high,important value customers
84609.0,21811.68,898,0,5,1,3,high,low,low,General development users
84613.0,21269.78,1639,0,5,5,3,high,high,low,General value customers
84625.0,16093.62,1643,0,5,5,1,high,high,low,General value customers
84632.0,15893.039999999999,1476,0,5,4,1,high,high,low,General value customers
84655.0,16486.35,1155,0,5,3,1,high,low,low,General development users
84658.0,38980.48,1577,0,5,4,5,high,high,high,important value customers
84687.0,17543.28,1153,0,5,3,2,high,low,low,General development users
84699.0,13256.83,1003,1,4,2,1,low,low,low,General recall of customers
84702.0,38352.02,1456,0,5,4,5,high,high,high,important value customers
84708.0,18453.28,1695,0,5,5,2,high,high,low,General value customers
84740.0,16542.24,1237,0,5,3,1,high,low,low,General development users
84757.0,34668.95,1049,0,5,2,5,high,low,high,Important development customers
84763.0,19427.23,1180,0,5,3,2,high,low,low,General development users
84766.0,29361.37,1062,0,5,2,4,high,low,high,Important development customers
84779.0,31046.19,1198,0,5,3,5,high,low,high,Important development customers
84786.0,32014.13,892,1,4,1,5,low,low,high,Important customer recall
84791.0,16225.76,1193,0,5,3,1,high,low,low,General development users
84795.0,20375.65,1107,0,5,3,3,high,low,low,General development users
84803.0,34918.08,1027,0,5,2,5,high,low,high,Important development customers
84818.0,14105.7,1628,0,5,5,1,high,high,low,General value customers
84840.0,18840.2,1465,0,5,4,2,high,high,low,General value customers
84863.0,32065.91,1635,0,5,5,5,high,high,high,important value customers
84876.0,19676.6,964,0,5,2,3,high,low,low,General development users
84893.0,22342.78,1115,0,5,3,3,high,low,low,General development users
84895.0,30143.51,927,0,5,1,4,high,low,high,Important development customers
84897.0,19415.68,1668,0,5,5,2,high,high,low,General value customers
84905.0,18381.18,1486,0,5,4,2,high,high,low,General value customers
84925.0,22558.35,1180,0,5,3,3,high,low,low,General development users
84926.0,31817.61,829,0,5,1,5,high,low,high,Important development customers
84931.0,32997.83,1180,1,4,3,5,low,low,high,Important customer recall
84934.0,18732.06,815,3,2,1,2,low,low,low,General recall of customers
84945.0,18832.02,1141,0,5,3,2,high,low,low,General development users
84946.0,35411.61,2310,0,5,5,5,high,high,high,important value customers
84948.0,18438.67,1027,0,5,2,2,high,low,low,General development users
84959.0,24826.43,1262,0,5,4,4,high,high,high,important value customers
84961.0,17915.69,1231,0,5,3,2,high,low,low,General development users
84999.0,18407.79,1147,0,5,3,2,high,low,low,General development users
85030.0,18395.91,916,1,4,1,2,low,low,low,General recall of customers
85045.0,17292.64,1144,0,5,3,2,high,low,low,General development users
85062.0,15228.0,1184,0,5,3,1,high,low,low,General development users
85079.0,23345.13,1383,0,5,4,4,high,high,high,important value customers
85119.0,25720.37,1032,0,5,2,4,high,low,high,Important development customers
85144.0,32944.79,1377,0,5,4,5,high,high,high,important value customers
85153.0,22191.29,921,0,5,1,3,high,low,low,General development users
85162.0,19148.92,1899,0,5,5,2,high,high,low,General value customers
85170.0,29809.69,998,0,5,2,4,high,low,high,Important development customers
85179.0,17763.25,1514,0,5,4,2,high,high,low,General value customers
85199.0,32316.69,1122,0,5,3,5,high,low,high,Important development customers
85200.0,20574.3,1101,0,5,3,3,high,low,low,General development users
85247.0,35343.94,1270,0,5,4,5,high,high,high,important value customers
85262.0,15177.76,1023,0,5,2,1,high,low,low,General development users
85270.0,28925.53,2016,0,5,5,4,high,high,high,important value customers
85278.0,21854.77,1385,0,5,4,3,high,high,low,General value customers
85293.0,14439.81,980,0,5,2,1,high,low,low,General development users
85294.0,21419.55,1067,0,5,2,3,high,low,low,General development users
85311.0,35705.77,1097,0,5,3,5,high,low,high,Important development customers
85314.0,19659.84,760,1,4,1,3,low,low,low,General recall of customers
85323.0,15155.76,1084,0,5,2,1,high,low,low,General development users
85345.0,21242.22,1311,0,5,4,3,high,high,low,General value customers
85362.0,19543.65,1114,0,5,3,2,high,low,low,General development users
85368.0,25047.51,1853,0,5,5,4,high,high,high,important value customers
85378.0,19311.01,1536,0,5,4,2,high,high,low,General value customers
85391.0,21550.71,1113,1,4,3,3,low,low,low,General recall of customers
85411.0,14144.51,1854,0,5,5,1,high,high,low,General value customers
85422.0,15245.3,1044,0,5,2,1,high,low,low,General development users
85436.0,31637.9,1622,0,5,5,5,high,high,high,important value customers
85457.0,26352.21,773,0,5,1,4,high,low,high,Important development customers
85477.0,24674.23,791,0,5,1,4,high,low,high,Important development customers
85492.0,17188.2,1426,0,5,4,2,high,high,low,General value customers
85508.0,16982.05,1251,0,5,4,2,high,high,low,General value customers
85517.0,17978.34,1733,0,5,5,2,high,high,low,General value customers
85519.0,35292.55,1036,0,5,2,5,high,low,high,Important development customers
85529.0,19287.11,1126,0,5,3,2,high,low,low,General development users
85532.0,17376.170000000002,1642,0,5,5,2,high,high,low,General value customers
85536.0,18377.76,1869,0,5,5,2,high,high,low,General value customers
85539.0,19114.95,829,0,5,1,2,high,low,low,General development users
85545.0,23372.65,1711,0,5,5,4,high,high,high,important value customers
85568.0,29073.53,1069,1,4,2,4,low,low,high,Important customer recall
85593.0,29319.03,2216,0,5,5,4,high,high,high,important value customers
85635.0,16562.42,1504,0,5,4,1,high,high,low,General value customers
85642.0,36077.03,881,1,4,1,5,low,low,high,Important customer recall
85664.0,28219.76,905,2,3,1,4,low,low,high,Important customer recall
85684.0,18171.53,1796,0,5,5,2,high,high,low,General value customers
85691.0,25243.33,1153,1,4,3,4,low,low,high,Important customer recall
85701.0,38297.96,2088,0,5,5,5,high,high,high,important value customers
85755.0,19879.68,1106,0,5,3,3,high,low,low,General development users
85764.0,19139.9,1927,0,5,5,2,high,high,low,General value customers
85767.0,37889.12,1810,0,5,5,5,high,high,high,important value customers
85774.0,21675.88,959,0,5,2,3,high,low,low,General development users
85824.0,22937.83,792,2,3,1,3,low,low,high,Important customer recall
85883.0,20836.15,1883,0,5,5,3,high,high,low,General value customers
85885.0,16609.09,815,0,5,1,1,high,low,low,General development users
85898.0,33222.13,1364,0,5,4,5,high,high,high,important value customers
85917.0,23733.57,1369,0,5,4,4,high,high,high,important value customers
85921.0,21699.05,1378,0,5,4,3,high,high,low,General value customers
85945.0,22823.25,1114,1,4,3,3,low,low,low,General recall of customers
85948.0,20797.79,859,0,5,1,3,high,low,low,General development users
85958.0,23838.27,1029,0,5,2,4,high,low,high,Important development customers
85983.0,22668.74,1694,0,5,5,3,high,high,low,General value customers
85984.0,26559.56,727,2,3,1,4,low,low,high,Important customer recall
86008.0,14940.39,1862,0,5,5,1,high,high,low,General value customers
86072.0,20307.42,1090,1,4,3,3,low,low,low,General recall of customers
86073.0,18626.87,1529,0,5,4,2,high,high,low,General value customers
86107.0,13465.96,1063,1,4,2,1,low,low,low,General recall of customers
86121.0,20707.22,1834,0,5,5,3,high,high,low,General value customers
86156.0,23760.07,1441,0,5,4,4,high,high,high,important value customers
86161.0,34853.95,1528,0,5,4,5,high,high,high,important value customers
86178.0,29348.56,1334,0,5,4,4,high,high,high,important value customers
86194.0,22620.91,2207,0,5,5,3,high,high,low,General value customers
86195.0,14705.45,826,3,2,1,1,low,low,low,General recall of customers
86199.0,39429.03,1798,0,5,5,5,high,high,high,important value customers
86203.0,13872.960000000001,687,0,5,1,1,high,low,low,General development users
86214.0,17365.78,918,1,4,1,2,low,low,low,General recall of customers
86227.0,15551.3,1050,0,5,2,1,high,low,low,General development users
86253.0,17085.04,946,0,5,1,2,high,low,low,General development users
86256.0,23556.41,1174,0,5,3,4,high,low,high,Important development customers
86266.0,32373.88,1537,0,5,4,5,high,high,high,important value customers
86267.0,29001.04,863,0,5,1,4,high,low,high,Important development customers
86269.0,24529.55,1768,0,5,5,4,high,high,high,important value customers
86272.0,35129.08,1499,0,5,4,5,high,high,high,important value customers
86294.0,29307.91,1095,0,5,3,4,high,low,high,Important development customers
86320.0,17946.7,1578,0,5,4,2,high,high,low,General value customers
86355.0,17973.21,981,0,5,2,2,high,low,low,General development users
86356.0,9739.16,652,0,5,1,1,high,low,low,General development users
86380.0,17438.75,1461,0,5,4,2,high,high,low,General value customers
86381.0,19582.83,1075,1,4,2,3,low,low,low,General recall of customers
86399.0,21845.77,1104,0,5,3,3,high,low,low,General development users
86414.0,15572.19,891,1,4,1,1,low,low,low,General recall of customers
86417.0,16260.949999999999,1692,0,5,5,1,high,high,low,General value customers
86440.0,30682.73,1879,0,5,5,5,high,high,high,important value customers
86448.0,34059.6,1863,0,5,5,5,high,high,high,important value customers
86458.0,20396.44,701,2,3,1,3,low,low,low,General recall of customers
86503.0,18726.08,1278,0,5,4,2,high,high,low,General value customers
86519.0,25667.43,1777,0,5,5,4,high,high,high,important value customers
86539.0,34607.36,1917,0,5,5,5,high,high,high,important value customers
86551.0,20160.89,1370,0,5,4,3,high,high,low,General value customers
86554.0,21921.41,2072,0,5,5,3,high,high,low,General value customers
86558.0,25001.43,1100,0,5,3,4,high,low,high,Important development customers
86560.0,15623.19,1217,0,5,3,1,high,low,low,General development users
86572.0,15350.93,846,0,5,1,1,high,low,low,General development users
86580.0,14306.28,1203,0,5,3,1,high,low,low,General development users
86583.0,28379.13,678,2,3,1,4,low,low,high,Important customer recall
86624.0,20158.6,1864,0,5,5,3,high,high,low,General value customers
86637.0,34102.92,1216,0,5,3,5,high,low,high,Important development customers
86693.0,16760.46,1701,0,5,5,1,high,high,low,General value customers
86698.0,18130.26,1254,0,5,4,2,high,high,low,General value customers
86710.0,24791.95,752,1,4,1,4,low,low,high,Important customer recall
86739.0,23301.47,1224,0,5,3,4,high,low,high,Important development customers
86772.0,17604.86,1742,0,5,5,2,high,high,low,General value customers
86782.0,21842.86,1727,0,5,5,3,high,high,low,General value customers
86803.0,16529.16,1121,0,5,3,1,high,low,low,General development users
86819.0,29588.46,1559,0,5,4,4,high,high,high,important value customers
86881.0,20972.61,1671,0,5,5,3,high,high,low,General value customers
86899.0,20452.51,1949,0,5,5,3,high,high,low,General value customers
86922.0,16905.05,1206,0,5,3,1,high,low,low,General development users
86926.0,33688.06,1145,0,5,3,5,high,low,high,Important development customers
86927.0,37265.52,1090,0,5,3,5,high,low,high,Important development customers
86933.0,20578.7,977,2,3,2,3,low,low,low,General recall of customers
86959.0,17984.91,1077,0,5,2,2,high,low,low,General development users
86964.0,19631.62,810,0,5,1,3,high,low,low,General development users
86965.0,25190.99,2061,0,5,5,4,high,high,high,important value customers
86967.0,34058.08,1866,0,5,5,5,high,high,high,important value customers
86984.0,20280.09,1088,0,5,2,3,high,low,low,General development users
87005.0,23122.55,1207,0,5,3,4,high,low,high,Important development customers
87006.0,36033.87,1248,0,5,4,5,high,high,high,important value customers
87017.0,29726.91,1049,0,5,2,4,high,low,high,Important development customers
87018.0,30339.53,1874,0,5,5,4,high,high,high,important value customers
87025.0,30830.86,1740,0,5,5,5,high,high,high,important value customers
87036.0,29431.22,1707,0,5,5,4,high,high,high,important value customers
87048.0,30085.12,1046,0,5,2,4,high,low,high,Important development customers
87061.0,31182.17,1012,0,5,2,5,high,low,high,Important development customers
87068.0,27233.36,1503,0,5,4,4,high,high,high,important value customers
87080.0,31410.1,1161,0,5,3,5,high,low,high,Important development customers
87087.0,30478.52,717,1,4,1,5,low,low,high,Important customer recall
87098.0,26512.61,1522,0,5,4,4,high,high,high,important value customers
87108.0,19275.13,1750,0,5,5,2,high,high,low,General value customers
87118.0,21166.02,1969,0,5,5,3,high,high,low,General value customers
87175.0,31838.58,1209,0,5,3,5,high,low,high,Important development customers
87207.0,32842.27,1421,0,5,4,5,high,high,high,important value customers
87217.0,22347.61,1995,0,5,5,3,high,high,low,General value customers
87218.0,17994.03,814,1,4,1,2,low,low,low,General recall of customers
87226.0,30809.920000000002,905,0,5,1,5,high,low,high,Important development customers
87263.0,28193.010000000002,782,0,5,1,4,high,low,high,Important development customers
87264.0,13411.4,1069,1,4,2,1,low,low,low,General recall of customers
87271.0,35593.23,1651,0,5,5,5,high,high,high,important value customers
87273.0,20258.26,713,0,5,1,3,high,low,low,General development users
87302.0,21997.78,1154,0,5,3,3,high,low,low,General development users
87308.0,22631.28,1736,0,5,5,3,high,high,low,General value customers
87324.0,23430.7,2619,0,5,5,4,high,high,high,important value customers
87330.0,14248.94,980,0,5,2,1,high,low,low,General development users
87332.0,32544.38,1102,0,5,3,5,high,low,high,Important development customers
87344.0,16616.61,949,0,5,1,1,high,low,low,General development users
87355.0,21160.33,810,2,3,1,3,low,low,low,General recall of customers
87369.0,16747.61,1480,0,5,4,1,high,high,low,General value customers
87372.0,23472.02,1915,0,5,5,4,high,high,high,important value customers
87388.0,31173.5,1061,0,5,2,5,high,low,high,Important development customers
87439.0,18402.39,1621,0,5,5,2,high,high,low,General value customers
87486.0,26019.52,1657,0,5,5,4,high,high,high,important value customers
87516.0,20234.98,1213,0,5,3,3,high,low,low,General development users
87528.0,17408.6,971,1,4,2,2,low,low,low,General recall of customers
87531.0,16576.329999999998,1115,0,5,3,1,high,low,low,General development users
87545.0,21444.83,1086,0,5,2,3,high,low,low,General development users
87547.0,21066.97,1136,0,5,3,3,high,low,low,General development users
87549.0,18739.05,1359,0,5,4,2,high,high,low,General value customers
87568.0,18286.46,1991,0,5,5,2,high,high,low,General value customers
87573.0,28951.88,958,0,5,2,4,high,low,high,Important development customers
87578.0,29963.5,973,0,5,2,4,high,low,high,Important development customers
87582.0,23213.68,1659,0,5,5,4,high,high,high,important value customers
87595.0,14825.73,984,0,5,2,1,high,low,low,General development users
87599.0,19299.96,1387,0,5,4,2,high,high,low,General value customers
87604.0,30529.06,1325,0,5,4,5,high,high,high,important value customers
87605.0,29800.04,1047,0,5,2,4,high,low,high,Important development customers
87615.0,21680.51,1536,0,5,4,3,high,high,low,General value customers
87617.0,18534.76,1636,0,5,5,2,high,high,low,General value customers
87633.0,22809.52,1093,1,4,3,3,low,low,low,General recall of customers
87651.0,13680.42,1097,0,5,3,1,high,low,low,General development users
87662.0,11473.23,952,2,3,1,1,low,low,low,General recall of customers
87668.0,23050.96,1217,0,5,3,4,high,low,high,Important development customers
87674.0,29476.84,881,1,4,1,4,low,low,high,Important customer recall
87692.0,17193.03,975,2,3,2,2,low,low,low,General recall of customers
87718.0,14013.85,955,0,5,1,1,high,low,low,General development users
87725.0,19058.17,1162,0,5,3,2,high,low,low,General development users
87731.0,26475.87,1127,0,5,3,4,high,low,high,Important development customers
87762.0,14337.36,1023,3,2,2,1,low,low,low,General recall of customers
87765.0,29230.19,1074,0,5,2,4,high,low,high,Important development customers
87768.0,30813.33,996,0,5,2,5,high,low,high,Important development customers
87769.0,17460.4,1154,0,5,3,2,high,low,low,General development users
87770.0,19952.41,1147,0,5,3,3,high,low,low,General development users
87771.0,14088.47,1073,1,4,2,1,low,low,low,General recall of customers
87772.0,13025.34,1003,0,5,2,1,high,low,low,General development users
87805.0,13214.53,1182,0,5,3,1,high,low,low,General development users
87814.0,14314.96,1035,0,5,2,1,high,low,low,General development users
87815.0,29889.32,1047,0,5,2,4,high,low,high,Important development customers
87821.0,18322.93,1158,0,5,3,2,high,low,low,General development users
87847.0,30922.73,1254,0,5,4,5,high,high,high,important value customers
87852.0,16208.76,1095,2,3,3,1,low,low,low,General recall of customers
87861.0,19684.07,746,3,2,1,3,low,low,low,General recall of customers
87865.0,31871.0,1262,1,4,4,5,low,high,high,Important to keep customers
87867.0,20729.35,1251,0,5,4,3,high,high,low,General value customers
87873.0,30807.91,783,3,2,1,5,low,low,high,Important customer recall
87886.0,39138.55,1110,0,5,3,5,high,low,high,Important development customers
87926.0,19080.1,1288,0,5,4,2,high,high,low,General value customers
87935.0,15094.82,1094,0,5,3,1,high,low,low,General development users
87954.0,16593.05,1135,0,5,3,1,high,low,low,General development users
87971.0,21776.77,1977,0,5,5,3,high,high,low,General value customers
87980.0,18358.04,1119,0,5,3,2,high,low,low,General development users
87995.0,17792.69,1073,0,5,2,2,high,low,low,General development users
87997.0,12279.210000000001,1081,0,5,2,1,high,low,low,General development users
88014.0,20761.84,1582,0,5,4,3,high,high,low,General value customers
88017.0,17323.27,1224,0,5,3,2,high,low,low,General development users
88027.0,33655.6,1931,0,5,5,5,high,high,high,important value customers
88029.0,19037.78,965,0,5,2,2,high,low,low,General development users
88041.0,27968.08,1476,0,5,4,4,high,high,high,important value customers
88064.0,28529.63,985,0,5,2,4,high,low,high,Important development customers
88076.0,20773.41,1133,1,4,3,3,low,low,low,General recall of customers
88080.0,26504.16,829,0,5,1,4,high,low,high,Important development customers
88084.0,19711.6,1231,0,5,3,3,high,low,low,General development users
88122.0,19496.37,1777,0,5,5,2,high,high,low,General value customers
88124.0,30596.49,1536,0,5,4,5,high,high,high,important value customers
88126.0,19465.37,1228,0,5,3,2,high,low,low,General development users
88148.0,16361.710000000001,1004,0,5,2,1,high,low,low,General development users
88151.0,24310.86,1784,0,5,5,4,high,high,high,important value customers
88155.0,30426.27,914,0,5,1,5,high,low,high,Important development customers
88188.0,37912.37,1466,0,5,4,5,high,high,high,important value customers
88189.0,20150.09,1566,0,5,4,3,high,high,low,General value customers
88203.0,33841.39,1724,0,5,5,5,high,high,high,important value customers
88244.0,15585.34,1635,0,5,5,1,high,high,low,General value customers
88245.0,16456.75,1075,0,5,2,1,high,low,low,General development users
88266.0,31634.02,867,1,4,1,5,low,low,high,Important customer recall
88267.0,19608.91,1042,0,5,2,3,high,low,low,General development users
88281.0,15885.11,1138,0,5,3,1,high,low,low,General development users
88283.0,31133.49,1143,0,5,3,5,high,low,high,Important development customers
88284.0,31574.42,1215,1,4,3,5,low,low,high,Important customer recall
88298.0,34837.46,1868,0,5,5,5,high,high,high,important value customers
88301.0,28570.03,1094,0,5,3,4,high,low,high,Important development customers
88314.0,34511.15,1651,0,5,5,5,high,high,high,important value customers
88315.0,26505.07,1572,0,5,4,4,high,high,high,important value customers
88316.0,20269.45,1151,0,5,3,3,high,low,low,General development users
88339.0,24913.2,1454,0,5,4,4,high,high,high,important value customers
88350.0,26022.2,1533,1,4,4,4,low,high,high,Important to keep customers
88363.0,14207.81,804,1,4,1,1,low,low,low,General recall of customers
88371.0,16953.55,1707,0,5,5,1,high,high,low,General value customers
88373.0,21191.12,744,0,5,1,3,high,low,low,General development users
88385.0,17246.04,1282,0,5,4,2,high,high,low,General value customers
88389.0,22747.04,1751,0,5,5,3,high,high,low,General value customers
88390.0,25444.66,974,0,5,2,4,high,low,high,Important development customers
88410.0,13142.46,859,2,3,1,1,low,low,low,General recall of customers
88411.0,35466.34,1220,0,5,3,5,high,low,high,Important development customers
88412.0,34394.8,1109,0,5,3,5,high,low,high,Important development customers
88429.0,33477.35,1161,0,5,3,5,high,low,high,Important development customers
88448.0,18572.09,1206,0,5,3,2,high,low,low,General development users
88477.0,20949.08,1319,0,5,4,3,high,high,low,General value customers
88481.0,15367.82,1295,0,5,4,1,high,high,low,General value customers
88494.0,20066.26,1116,0,5,3,3,high,low,low,General development users
88528.0,17761.39,1025,0,5,2,2,high,low,low,General development users
88540.0,22767.89,989,0,5,2,3,high,low,low,General development users
88554.0,27895.24,962,0,5,2,4,high,low,high,Important development customers
88555.0,38957.36,2081,0,5,5,5,high,high,high,important value customers
88558.0,15327.58,849,0,5,1,1,high,low,low,General development users
88560.0,29613.44,952,1,4,1,4,low,low,high,Important customer recall
88569.0,14252.94,1700,0,5,5,1,high,high,low,General value customers
88582.0,30337.57,1205,0,5,3,4,high,low,high,Important development customers
88594.0,17789.46,910,2,3,1,2,low,low,low,General recall of customers
88598.0,21521.16,1147,0,5,3,3,high,low,low,General development users
88603.0,16187.28,1688,0,5,5,1,high,high,low,General value customers
88637.0,18799.23,1185,0,5,3,2,high,low,low,General development users
88664.0,12300.57,636,1,4,1,1,low,low,low,General recall of customers
88673.0,19402.28,1852,0,5,5,2,high,high,low,General value customers
88676.0,18029.38,1659,0,5,5,2,high,high,low,General value customers
88678.0,16499.86,1328,0,5,4,1,high,high,low,General value customers
88697.0,16340.27,1409,0,5,4,1,high,high,low,General value customers
88698.0,22104.2,1071,0,5,2,3,high,low,low,General development users
88700.0,36291.4,873,0,5,1,5,high,low,high,Important development customers
88706.0,27381.14,842,1,4,1,4,low,low,high,Important customer recall
88707.0,12807.68,916,0,5,1,1,high,low,low,General development users
88709.0,28130.329999999998,953,0,5,1,4,high,low,high,Important development customers
88710.0,18134.96,1076,0,5,2,2,high,low,low,General development users
88721.0,20774.45,1737,0,5,5,3,high,high,low,General value customers
88729.0,32291.100000000002,871,0,5,1,5,high,low,high,Important development customers
88746.0,20882.81,1695,0,5,5,3,high,high,low,General value customers
88754.0,32643.04,1216,0,5,3,5,high,low,high,Important development customers
88761.0,32446.93,1163,0,5,3,5,high,low,high,Important development customers
88821.0,27222.04,1269,0,5,4,4,high,high,high,important value customers
88837.0,34546.68,1794,0,5,5,5,high,high,high,important value customers
88846.0,22172.67,1233,0,5,3,3,high,low,low,General development users
88859.0,25453.96,2190,0,5,5,4,high,high,high,important value customers
88860.0,19837.9,1695,0,5,5,3,high,high,low,General value customers
88862.0,23777.55,1902,0,5,5,4,high,high,high,important value customers
88863.0,21525.85,1677,0,5,5,3,high,high,low,General value customers
88873.0,18389.28,988,0,5,2,2,high,low,low,General development users
88875.0,20178.25,1092,0,5,3,3,high,low,low,General development users
88876.0,16588.75,1019,1,4,2,1,low,low,low,General recall of customers
88879.0,16635.93,1107,1,4,3,1,low,low,low,General recall of customers
88944.0,33895.1,1245,0,5,3,5,high,low,high,Important development customers
88957.0,32936.74,1077,1,4,2,5,low,low,high,Important customer recall
88987.0,21259.14,1017,0,5,2,3,high,low,low,General development users
88992.0,35631.82,1136,0,5,3,5,high,low,high,Important development customers
88996.0,17668.8,1663,0,5,5,2,high,high,low,General value customers
89050.0,36003.51,1077,0,5,2,5,high,low,high,Important development customers
89061.0,20755.95,1663,0,5,5,3,high,high,low,General value customers
89064.0,33807.76,1102,0,5,3,5,high,low,high,Important development customers
89073.0,32403.97,915,1,4,1,5,low,low,high,Important customer recall
89094.0,19241.9,1078,0,5,2,2,high,low,low,General development users
89112.0,29258.02,1211,0,5,3,4,high,low,high,Important development customers
89126.0,17228.23,1086,0,5,2,2,high,low,low,General development users
89140.0,29540.66,1916,0,5,5,4,high,high,high,important value customers
89141.0,29528.11,942,0,5,1,4,high,low,high,Important development customers
89173.0,18376.21,938,0,5,1,2,high,low,low,General development users
89175.0,34840.15,1568,0,5,4,5,high,high,high,important value customers
