from_totally_fake_account,total_transactions,total_amount_spent,transactions_quintile,amount_quintile,transactions_level,amount_level,activity_score
30053.0,1279,15657.18,4,1,High,Low,2.2
2152.0,1538,13922.75,4,1,High,Low,2.2
55303.0,1282,14824.54,4,1,High,Low,2.2
55326.0,1379,12504.96,4,1,High,Low,2.2
68445.0,1509,16246.85,4,1,High,Low,2.2
38429.0,1282,15612.89,4,1,High,Low,2.2
22020.0,1558,11820.87,4,1,High,Low,2.2
60188.0,1595,14519.21,4,1,High,Low,2.2
29305.0,1318,16321.34,4,1,High,Low,2.2
40392.0,1513,14054.22,4,1,High,Low,2.2
29979.0,1251,13000.42,4,1,High,Low,2.2
40461.0,1281,15260.22,4,1,High,Low,2.2
98522.0,1472,15231.39,4,1,High,Low,2.2
2574.0,1363,14384.52,4,1,High,Low,2.2
70632.0,1481,16364.28,4,1,High,Low,2.2
24009.0,1511,12244.94,4,1,High,Low,2.2
70982.0,1442,15122.49,4,1,High,Low,2.2
20011.0,1269,13743.18,4,1,High,Low,2.2
19744.0,1545,16288.02,4,1,High,Low,2.2
70057.0,1485,14611.02,4,1,High,Low,2.2
19676.0,1493,11711.24,4,1,High,Low,2.2
98354.0,1357,15501.02,4,1,High,Low,2.2
73922.0,1281,12539.24,4,1,High,Low,2.2
59555.0,1398,16473.44,4,1,High,Low,2.2
29151.0,1277,16474.76,4,1,High,Low,2.2
63110.0,1404,15969.51,4,1,High,Low,2.2
20133.0,1447,16384.89,4,1,High,Low,2.2
20147.0,1573,16184.96,4,1,High,Low,2.2
68390.0,1441,15248.16,4,1,High,Low,2.2
19947.0,1571,15133.59,4,1,High,Low,2.2
39989.0,1318,13270.59,4,1,High,Low,2.2
53335.0,1338,15912.32,4,1,High,Low,2.2
3217.0,1259,16702.24,4,1,High,Low,2.2
53527.0,1580,13438.08,4,1,High,Low,2.2
28441.0,1250,16946.25,4,1,High,Low,2.2
97768.0,1253,16894.73,4,1,High,Low,2.2
28386.0,1288,16445.3,4,1,High,Low,2.2
66965.0,1581,16254.32,4,1,High,Low,2.2
66428.0,1430,15134.67,4,1,High,Low,2.2
63180.0,1333,16125.1,4,1,High,Low,2.2
55772.0,1579,16942.65,4,1,High,Low,2.2
72581.0,1567,13665.27,4,1,High,Low,2.2
72662.0,1340,16736.99,4,1,High,Low,2.2
53532.0,1253,16687.88,4,1,High,Low,2.2
68243.0,1322,14333.33,4,1,High,Low,2.2
18909.0,1279,15196.45,4,1,High,Low,2.2
57950.0,1513,15383.18,4,1,High,Low,2.2
55587.0,1360,16467.54,4,1,High,Low,2.2
24223.0,876,20624.62,1,3,Low,Low,2.1999999999999997
29292.0,951,22444.25,1,3,Low,Low,2.1999999999999997
65669.0,793,21129.58,1,3,Low,Low,2.1999999999999997
50361.0,898,19597.06,1,3,Low,Low,2.1999999999999997
63335.0,946,22943.95,1,3,Low,High,2.1999999999999997
1639.0,951,20325.23,1,3,Low,Low,2.1999999999999997
63892.0,828,20587.11,1,3,Low,Low,2.1999999999999997
32326.0,933,22297.92,1,3,Low,Low,2.1999999999999997
13485.0,810,20250.77,1,3,Low,Low,2.1999999999999997
100385.0,929,20633.63,1,3,Low,Low,2.1999999999999997
13055.0,824,22520.26,1,3,Low,Low,2.1999999999999997
72954.0,864,19986.62,1,3,Low,Low,2.1999999999999997
58481.0,922,21669.92,1,3,Low,Low,2.1999999999999997
3145.0,919,22449.68,1,3,Low,Low,2.1999999999999997
16019.0,938,21331.79,1,3,Low,Low,2.1999999999999997
4511.0,944,20528.8,1,3,Low,Low,2.1999999999999997
73092.0,951,20106.78,1,3,Low,Low,2.1999999999999997
98452.0,879,19763.48,1,3,Low,Low,2.1999999999999997
25539.0,554,22537.32,1,3,Low,Low,2.1999999999999997
97731.0,797,19824.98,1,3,Low,Low,2.1999999999999997
97241.0,793,20393.86,1,3,Low,Low,2.1999999999999997
38745.0,835,20850.34,1,3,Low,Low,2.1999999999999997
54200.0,940,20152.76,1,3,Low,Low,2.1999999999999997
18430.0,862,20304.22,1,3,Low,Low,2.1999999999999997
5457.0,923,20609.61,1,3,Low,Low,2.1999999999999997
82267.0,919,21442.88,1,3,Low,Low,2.1999999999999997
82112.0,878,20735.48,1,3,Low,Low,2.1999999999999997
14995.0,746,21697.02,1,3,Low,Low,2.1999999999999997
77974.0,920,20911.31,1,3,Low,Low,2.1999999999999997
13738.0,795,20648.33,1,3,Low,Low,2.1999999999999997
13903.0,890,20335.57,1,3,Low,Low,2.1999999999999997
31655.0,722,20396.89,1,3,Low,Low,2.1999999999999997
39027.0,912,20361.3,1,3,Low,Low,2.1999999999999997
49808.0,943,22934.99,1,3,Low,High,2.1999999999999997
100636.0,919,21239.71,1,3,Low,Low,2.1999999999999997
49854.0,810,20989.99,1,3,Low,Low,2.1999999999999997
79123.0,763,20990.1,1,3,Low,Low,2.1999999999999997
60237.0,904,22363.54,1,3,Low,Low,2.1999999999999997
80047.0,889,21691.83,1,3,Low,Low,2.1999999999999997
94959.0,937,20790.07,1,3,Low,Low,2.1999999999999997
29418.0,955,20142.68,1,3,Low,Low,2.1999999999999997
37152.0,737,22976.4,1,3,Low,High,2.1999999999999997
23972.0,820,22052.06,1,3,Low,Low,2.1999999999999997
14452.0,934,21800.63,1,3,Low,Low,2.1999999999999997
50046.0,901,20276.53,1,3,Low,Low,2.1999999999999997
72137.0,923,19571.74,1,3,Low,Low,2.1999999999999997
72248.0,923,20729.09,1,3,Low,Low,2.1999999999999997
79519.0,913,21723.68,1,3,Low,Low,2.1999999999999997
14697.0,857,22432.96,1,3,Low,Low,2.1999999999999997
80216.0,723,19946.37,1,3,Low,Low,2.1999999999999997
29414.0,924,21158.56,1,3,Low,Low,2.1999999999999997
72576.0,906,22938.22,1,3,Low,High,2.1999999999999997
40706.0,845,22757.32,1,3,Low,Low,2.1999999999999997
65342.0,813,22055.53,1,3,Low,Low,2.1999999999999997
79497.0,854,22018.78,1,3,Low,Low,2.1999999999999997
80801.0,875,22088.66,1,3,Low,Low,2.1999999999999997
42102.0,794,21826.71,1,3,Low,Low,2.1999999999999997
80785.0,944,20818.93,1,3,Low,Low,2.1999999999999997
80661.0,902,21459.57,1,3,Low,Low,2.1999999999999997
19407.0,955,19957.45,1,3,Low,Low,2.1999999999999997
26499.0,798,22977.51,1,3,Low,High,2.1999999999999997
2888.0,737,20445.41,1,3,Low,Low,2.1999999999999997
14845.0,911,20550.51,1,3,Low,Low,2.1999999999999997
14084.0,911,20246.58,1,3,Low,Low,2.1999999999999997
19316.0,885,19820.23,1,3,Low,Low,2.1999999999999997
53917.0,918,19954.63,1,3,Low,Low,2.1999999999999997
94840.0,751,22827.13,1,3,Low,Low,2.1999999999999997
42143.0,830,20049.35,1,3,Low,Low,2.1999999999999997
14270.0,903,22240.25,1,3,Low,Low,2.1999999999999997
48917.0,774,20890.9,1,3,Low,Low,2.1999999999999997
48823.0,872,22609.72,1,3,Low,Low,2.1999999999999997
68276.0,839,21340.04,1,3,Low,Low,2.1999999999999997
46161.0,826,21609.75,1,3,Low,Low,2.1999999999999997
46234.0,732,19966.39,1,3,Low,Low,2.1999999999999997
68137.0,680,22895.18,1,3,Low,Low,2.1999999999999997
46319.0,926,19869.4,1,3,Low,Low,2.1999999999999997
25945.0,915,22947.07,1,3,Low,High,2.1999999999999997
68161.0,927,21269.0,1,3,Low,Low,2.1999999999999997
55474.0,935,21770.19,1,3,Low,Low,2.1999999999999997
88373.0,744,21191.12,1,3,Low,Low,2.1999999999999997
28442.0,910,20144.73,1,3,Low,Low,2.1999999999999997
39993.0,896,20606.06,1,3,Low,Low,2.1999999999999997
59943.0,883,20405.32,1,3,Low,Low,2.1999999999999997
46538.0,801,21826.49,1,3,Low,Low,2.1999999999999997
87861.0,746,19684.07,1,3,Low,Low,2.1999999999999997
68609.0,956,21008.52,1,3,Low,Low,2.1999999999999997
24889.0,955,20104.52,1,3,Low,Low,2.1999999999999997
60925.0,891,20342.7,1,3,Low,Low,2.1999999999999997
6692.0,787,20219.29,1,3,Low,Low,2.1999999999999997
68705.0,927,20522.28,1,3,Low,Low,2.1999999999999997
87355.0,810,21160.33,1,3,Low,Low,2.1999999999999997
87273.0,713,20258.26,1,3,Low,Low,2.1999999999999997
68033.0,727,22993.09,1,3,Low,High,2.1999999999999997
89215.0,866,22749.69,1,3,Low,Low,2.1999999999999997
20769.0,918,20890.5,1,3,Low,Low,2.1999999999999997
34899.0,840,21563.79,1,3,Low,Low,2.1999999999999997
67016.0,844,21123.2,1,3,Low,Low,2.1999999999999997
28056.0,854,22774.67,1,3,Low,Low,2.1999999999999997
61158.0,902,20758.0,1,3,Low,Low,2.1999999999999997
61184.0,759,20079.26,1,3,Low,Low,2.1999999999999997
45115.0,860,20005.18,1,3,Low,Low,2.1999999999999997
7637.0,914,22317.88,1,3,Low,Low,2.1999999999999997
7272.0,880,20318.42,1,3,Low,Low,2.1999999999999997
67349.0,947,21269.45,1,3,Low,Low,2.1999999999999997
7686.0,755,21249.5,1,3,Low,Low,2.1999999999999997
90448.0,924,20001.04,1,3,Low,Low,2.1999999999999997
67873.0,772,19919.03,1,3,Low,Low,2.1999999999999997
90068.0,891,21435.6,1,3,Low,Low,2.1999999999999997
89993.0,900,20346.31,1,3,Low,Low,2.1999999999999997
67497.0,866,20953.64,1,3,Low,Low,2.1999999999999997
39817.0,809,21349.02,1,3,Low,Low,2.1999999999999997
8089.0,679,20197.91,1,3,Low,Low,2.1999999999999997
38533.0,946,19570.56,1,3,Low,Low,2.1999999999999997
21370.0,611,20592.55,1,3,Low,Low,2.1999999999999997
57389.0,951,19586.35,1,3,Low,Low,2.1999999999999997
91403.0,867,19627.4,1,3,Low,Low,2.1999999999999997
25778.0,858,20959.62,1,3,Low,Low,2.1999999999999997
44252.0,933,19740.34,1,3,Low,Low,2.1999999999999997
48553.0,806,22624.64,1,3,Low,Low,2.1999999999999997
64966.0,732,22100.56,1,3,Low,Low,2.1999999999999997
6046.0,788,20113.71,1,3,Low,Low,2.1999999999999997
84550.0,818,22023.21,1,3,Low,Low,2.1999999999999997
55937.0,943,21641.13,1,3,Low,Low,2.1999999999999997
84432.0,953,21107.61,1,3,Low,Low,2.1999999999999997
54550.0,801,22344.12,1,3,Low,Low,2.1999999999999997
27941.0,846,20540.31,1,3,Low,Low,2.1999999999999997
93176.0,949,21882.46,1,3,Low,Low,2.1999999999999997
98611.0,941,21044.39,1,3,Low,Low,2.1999999999999997
83982.0,846,20064.18,1,3,Low,Low,2.1999999999999997
32991.0,884,20634.43,1,3,Low,Low,2.1999999999999997
47838.0,874,21209.31,1,3,Low,Low,2.1999999999999997
31302.0,608,21741.7,1,3,Low,Low,2.1999999999999997
93420.0,850,21096.9,1,3,Low,Low,2.1999999999999997
20063.0,802,20848.94,1,3,Low,Low,2.1999999999999997
54297.0,881,21856.87,1,3,Low,Low,2.1999999999999997
12144.0,948,19846.66,1,3,Low,Low,2.1999999999999997
83295.0,796,21634.81,1,3,Low,Low,2.1999999999999997
27355.0,945,21666.38,1,3,Low,Low,2.1999999999999997
63394.0,853,19576.56,1,3,Low,Low,2.1999999999999997
19990.0,942,20949.81,1,3,Low,Low,2.1999999999999997
84609.0,898,21811.68,1,3,Low,Low,2.1999999999999997
66817.0,952,20402.05,1,3,Low,Low,2.1999999999999997
10000.0,917,20152.39,1,3,Low,Low,2.1999999999999997
59356.0,816,20516.15,1,3,Low,Low,2.1999999999999997
86964.0,810,19631.62,1,3,Low,Low,2.1999999999999997
66866.0,912,19968.92,1,3,Low,Low,2.1999999999999997
10180.0,868,20442.02,1,3,Low,Low,2.1999999999999997
33904.0,913,21837.82,1,3,Low,Low,2.1999999999999997
86458.0,701,20396.44,1,3,Low,Low,2.1999999999999997
69044.0,693,20248.68,1,3,Low,Low,2.1999999999999997
69072.0,861,22868.26,1,3,Low,Low,2.1999999999999997
55061.0,892,21150.36,1,3,Low,Low,2.1999999999999997
10432.0,896,20914.72,1,3,Low,Low,2.1999999999999997
47223.0,926,22947.79,1,3,Low,High,2.1999999999999997
92793.0,774,21026.99,1,3,Low,Low,2.1999999999999997
85948.0,859,20797.79,1,3,Low,Low,2.1999999999999997
10606.0,929,20903.16,1,3,Low,Low,2.1999999999999997
92610.0,748,21944.97,1,3,Low,Low,2.1999999999999997
85824.0,792,22937.83,1,3,Low,High,2.1999999999999997
92631.0,870,21762.82,1,3,Low,Low,2.1999999999999997
23230.0,889,21260.64,1,3,Low,Low,2.1999999999999997
47515.0,833,21986.08,1,3,Low,Low,2.1999999999999997
85314.0,760,19659.84,1,3,Low,Low,2.1999999999999997
85153.0,921,22191.29,1,3,Low,Low,2.1999999999999997
43599.0,730,20760.73,1,3,Low,Low,2.1999999999999997
66973.0,912,22965.89,1,3,Low,High,2.1999999999999997
73285.0,797,22060.16,1,3,Low,Low,2.1999999999999997
39565.0,912,21506.0,1,3,Low,Low,2.1999999999999997
30386.0,861,20324.55,1,3,Low,Low,2.1999999999999997
51798.0,899,19770.96,1,3,Low,Low,2.1999999999999997
18161.0,943,19902.12,1,3,Low,Low,2.1999999999999997
74339.0,888,22776.55,1,3,Low,Low,2.1999999999999997
74797.0,802,20426.82,1,3,Low,Low,2.1999999999999997
52597.0,746,21959.62,1,3,Low,Low,2.1999999999999997
22432.0,932,21265.29,1,3,Low,Low,2.1999999999999997
75163.0,826,22770.01,1,3,Low,Low,2.1999999999999997
97348.0,815,19974.55,1,3,Low,Low,2.1999999999999997
76498.0,949,20010.12,1,3,Low,Low,2.1999999999999997
56384.0,928,20504.53,1,3,Low,Low,2.1999999999999997
41404.0,778,21837.04,1,3,Low,Low,2.1999999999999997
37827.0,838,20306.55,1,3,Low,Low,2.1999999999999997
38983.0,897,19557.03,1,3,Low,Low,2.1999999999999997
22345.0,869,20152.24,1,3,Low,Low,2.1999999999999997
51465.0,931,19888.24,1,3,Low,Low,2.1999999999999997
53016.0,837,21137.64,1,3,Low,Low,2.1999999999999997
97288.0,874,21302.28,1,3,Low,Low,2.1999999999999997
3402.0,840,20429.34,1,3,Low,Low,2.1999999999999997
100094.0,610,22875.31,1,3,Low,Low,2.1999999999999997
75682.0,907,19727.85,1,3,Low,Low,2.1999999999999997
3934.0,776,22410.74,1,3,Low,Low,2.1999999999999997
16532.0,776,19646.97,1,3,Low,Low,2.1999999999999997
17670.0,718,20403.92,1,3,Low,Low,2.1999999999999997
52790.0,884,20556.94,1,3,Low,Low,2.1999999999999997
57949.0,887,22071.05,1,3,Low,Low,2.1999999999999997
63111.0,898,22887.6,1,3,Low,Low,2.1999999999999997
96673.0,927,20563.92,1,3,Low,Low,2.1999999999999997
17143.0,969,18104.78,2,2,Low,Low,2.0
68650.0,1074,17841.77,2,2,Low,Low,2.0
92284.0,1038,18692.87,2,2,Low,Low,2.0
42936.0,1010,18490.78,2,2,Low,Low,2.0
26197.0,1039,17127.38,2,2,Low,Low,2.0
26507.0,989,18663.98,2,2,Low,Low,2.0
10320.0,1013,17385.74,2,2,Low,Low,2.0
64608.0,975,18890.52,2,2,Low,Low,2.0
59300.0,1078,17425.31,2,2,Low,Low,2.0
1120.0,1001,18942.52,2,2,Low,Low,2.0
36570.0,1063,19237.64,2,2,Low,Low,2.0
63300.0,1062,18467.13,2,2,Low,Low,2.0
6468.0,1022,17646.36,2,2,Low,Low,2.0
13778.0,1062,19075.93,2,2,Low,Low,2.0
62417.0,1035,19379.76,2,2,Low,Low,2.0
86959.0,1077,17984.91,2,2,Low,Low,2.0
81179.0,989,18793.89,2,2,Low,Low,2.0
59458.0,1073,17400.57,2,2,Low,Low,2.0
41032.0,995,17023.329999999998,2,2,Low,Low,2.0
74081.0,998,18224.28,2,2,Low,Low,2.0
13429.0,972,19435.35,2,2,Low,Low,2.0
86355.0,981,17973.21,2,2,Low,Low,2.0
6315.0,1033,17599.27,2,2,Low,Low,2.0
1186.0,1068,17534.07,2,2,Low,Low,2.0
74051.0,984,19111.79,2,2,Low,Low,2.0
14154.0,1031,17016.48,2,2,Low,Low,2.0
69277.0,1042,18099.09,2,2,Low,Low,2.0
36510.0,1072,18485.93,2,2,Low,Low,2.0
36523.0,1024,19520.78,2,2,Low,Low,2.0
47296.0,1022,19443.97,2,2,Low,Low,2.0
37507.0,1013,19113.61,2,2,Low,Low,2.0
40207.0,1003,17773.59,2,2,Low,Low,2.0
31938.0,986,17686.66,2,2,Low,Low,2.0
51627.0,988,18906.2,2,2,Low,Low,2.0
53217.0,1081,17349.03,2,2,Low,Low,2.0
63478.0,1007,17455.35,2,2,Low,Low,2.0
13372.0,966,18455.31,2,2,Low,Low,2.0
29890.0,981,18508.74,2,2,Low,Low,2.0
57731.0,1075,17711.5,2,2,Low,Low,2.0
92468.0,1089,18073.43,2,2,Low,Low,2.0
94925.0,1048,18691.25,2,2,Low,Low,2.0
81529.0,1029,19388.08,2,2,Low,Low,2.0
37538.0,1081,17214.04,2,2,Low,Low,2.0
59554.0,1077,18500.36,2,2,Low,Low,2.0
32146.0,1067,17514.81,2,2,Low,Low,2.0
40683.0,1077,17881.61,2,2,Low,Low,2.0
61630.0,986,18344.52,2,2,Low,Low,2.0
98184.0,1071,19542.28,2,2,Low,Low,2.0
76394.0,1076,19059.87,2,2,Low,Low,2.0
23836.0,1077,17355.65,2,2,Low,Low,2.0
26813.0,1013,18411.95,2,2,Low,Low,2.0
35433.0,984,19414.44,2,2,Low,Low,2.0
9479.0,1056,18674.65,2,2,Low,Low,2.0
62457.0,1072,19288.05,2,2,Low,Low,2.0
20790.0,973,18152.15,2,2,Low,Low,2.0
87692.0,975,17193.03,2,2,Low,Low,2.0
96390.0,1060,18958.86,2,2,Low,Low,2.0
71751.0,1049,19229.9,2,2,Low,Low,2.0
87528.0,971,17408.6,2,2,Low,Low,2.0
33065.0,957,17769.73,2,2,Low,Low,2.0
39037.0,1045,18154.16,2,2,Low,Low,2.0
96902.0,1009,18530.32,2,2,Low,Low,2.0
52969.0,1032,19361.5,2,2,Low,Low,2.0
80507.0,1054,17634.97,2,2,Low,Low,2.0
92018.0,989,17115.92,2,2,Low,Low,2.0
2984.0,1049,18103.8,2,2,Low,Low,2.0
96886.0,1018,17827.76,2,2,Low,Low,2.0
71642.0,994,17393.29,2,2,Low,Low,2.0
91996.0,1050,18578.24,2,2,Low,Low,2.0
29312.0,1059,19160.73,2,2,Low,Low,2.0
49443.0,1021,17954.35,2,2,Low,Low,2.0
96882.0,1068,18250.92,2,2,Low,Low,2.0
19236.0,978,19403.41,2,2,Low,Low,2.0
42851.0,1047,18474.2,2,2,Low,Low,2.0
94463.0,982,18199.09,2,2,Low,Low,2.0
68870.0,1084,17374.97,2,2,Low,Low,2.0
80917.0,994,18800.58,2,2,Low,Low,2.0
49505.0,1018,17106.71,2,2,Low,Low,2.0
6293.0,960,17654.59,2,2,Low,Low,2.0
98220.0,1067,19401.71,2,2,Low,Low,2.0
33997.0,992,18542.2,2,2,Low,Low,2.0
37490.0,1076,18612.06,2,2,Low,Low,2.0
16601.0,1024,18886.39,2,2,Low,Low,2.0
25551.0,1048,18706.75,2,2,Low,Low,2.0
34072.0,992,18685.37,2,2,Low,Low,2.0
1255.0,1048,18674.44,2,2,Low,Low,2.0
24398.0,976,19061.76,2,2,Low,Low,2.0
80762.0,985,18080.58,2,2,Low,Low,2.0
28673.0,1009,18340.57,2,2,Low,Low,2.0
54013.0,1000,17007.24,2,2,Low,Low,2.0
61950.0,1065,18179.33,2,2,Low,Low,2.0
97517.0,967,18277.59,2,2,Low,Low,2.0
54733.0,1018,19267.07,2,2,Low,Low,2.0
75539.0,992,17917.14,2,2,Low,Low,2.0
11256.0,1066,19130.47,2,2,Low,Low,2.0
98701.0,967,19090.77,2,2,Low,Low,2.0
43441.0,1087,18258.78,2,2,Low,Low,2.0
35851.0,1043,17193.41,2,2,Low,Low,2.0
75841.0,1005,17183.73,2,2,Low,Low,2.0
38292.0,1081,17578.62,2,2,Low,Low,2.0
83061.0,1056,18548.8,2,2,Low,Low,2.0
40308.0,968,19502.84,2,2,Low,Low,2.0
12290.0,1040,19544.15,2,2,Low,Low,2.0
23119.0,1044,19178.27,2,2,Low,Low,2.0
59925.0,1081,18797.99,2,2,Low,Low,2.0
40396.0,1086,17661.44,2,2,Low,Low,2.0
24544.0,1000,17598.74,2,2,Low,Low,2.0
11213.0,1087,17128.59,2,2,Low,Low,2.0
11211.0,1067,18452.73,2,2,Low,Low,2.0
62131.0,1046,19414.32,2,2,Low,Low,2.0
82886.0,978,17329.73,2,2,Low,Low,2.0
40444.0,992,17892.05,2,2,Low,Low,2.0
54859.0,1085,19465.26,2,2,Low,Low,2.0
58571.0,1029,17689.23,2,2,Low,Low,2.0
70827.0,1076,18375.94,2,2,Low,Low,2.0
12443.0,1055,17376.34,2,2,Low,Low,2.0
16997.0,1028,18157.15,2,2,Low,Low,2.0
24570.0,1046,18579.65,2,2,Low,Low,2.0
19613.0,1075,17158.65,2,2,Low,Low,2.0
23185.0,1041,19122.37,2,2,Low,Low,2.0
11755.0,1036,18741.24,2,2,Low,Low,2.0
16913.0,957,18260.34,2,2,Low,Low,2.0
33112.0,1016,17776.08,2,2,Low,Low,2.0
48194.0,971,18157.82,2,2,Low,Low,2.0
84070.0,997,19002.95,2,2,Low,Low,2.0
11570.0,987,18540.61,2,2,Low,Low,2.0
97372.0,991,19044.48,2,2,Low,Low,2.0
60097.0,1082,17598.23,2,2,Low,Low,2.0
54322.0,1030,18550.81,2,2,Low,Low,2.0
66657.0,1052,19372.2,2,2,Low,Low,2.0
92977.0,962,17263.13,2,2,Low,Low,2.0
40371.0,1034,18456.72,2,2,Low,Low,2.0
11417.0,973,18932.37,2,2,Low,Low,2.0
11401.0,1036,18978.49,2,2,Low,Low,2.0
59654.0,1068,18905.41,2,2,Low,Low,2.0
12095.0,993,17569.71,2,2,Low,Low,2.0
23936.0,970,18232.43,2,2,Low,Low,2.0
43487.0,1075,17657.56,2,2,Low,Low,2.0
12127.0,1059,18174.23,2,2,Low,Low,2.0
2493.0,1015,17378.37,2,2,Low,Low,2.0
48473.0,983,18625.56,2,2,Low,Low,2.0
83323.0,998,18504.51,2,2,Low,Low,2.0
75566.0,1023,17238.09,2,2,Low,Low,2.0
65023.0,1085,17230.89,2,2,Low,Low,2.0
92848.0,1028,18240.82,2,2,Low,Low,2.0
54869.0,1019,18833.44,2,2,Low,Low,2.0
24138.0,1004,18085.94,2,2,Low,Low,2.0
47502.0,1059,18725.29,2,2,Low,Low,2.0
43896.0,987,18253.69,2,2,Low,Low,2.0
51737.0,1073,19054.52,2,2,Low,Low,2.0
62917.0,1056,19322.13,2,2,Low,Low,2.0
12993.0,1073,19372.29,2,2,Low,Low,2.0
69367.0,1037,18959.38,2,2,Low,Low,2.0
5439.0,1047,17685.66,2,2,Low,Low,2.0
66237.0,1031,19462.15,2,2,Low,Low,2.0
13047.0,1034,17336.19,2,2,Low,Low,2.0
39321.0,1048,17620.68,2,2,Low,Low,2.0
27746.0,1082,18135.25,2,2,Low,Low,2.0
49026.0,1017,18272.43,2,2,Low,Low,2.0
47358.0,1036,18829.85,2,2,Low,Low,2.0
75376.0,1054,17044.45,2,2,Low,Low,2.0
17830.0,989,19535.36,2,2,Low,Low,2.0
97503.0,985,19390.39,2,2,Low,Low,2.0
29303.0,1062,19023.71,2,2,Low,Low,2.0
1736.0,993,17135.69,2,2,Low,Low,2.0
49137.0,1053,18265.67,2,2,Low,Low,2.0
36833.0,1004,17145.58,2,2,Low,Low,2.0
94130.0,978,18638.8,2,2,Low,Low,2.0
81834.0,1070,17891.78,2,2,Low,Low,2.0
5347.0,1005,19517.67,2,2,Low,Low,2.0
92693.0,1056,17332.34,2,2,Low,Low,2.0
59389.0,974,17157.86,2,2,Low,Low,2.0
3907.0,987,17261.24,2,2,Low,Low,2.0
27151.0,970,18022.21,2,2,Low,Low,2.0
12478.0,1060,18015.04,2,2,Low,Low,2.0
70835.0,999,17806.55,2,2,Low,Low,2.0
75908.0,983,19527.16,2,2,Low,Low,2.0
2249.0,960,17870.68,2,2,Low,Low,2.0
69639.0,1043,19186.99,2,2,Low,Low,2.0
84948.0,1027,18438.67,2,2,Low,Low,2.0
30942.0,1087,18033.63,2,2,Low,Low,2.0
43810.0,998,18848.33,2,2,Low,Low,2.0
28803.0,1046,16996.45,2,2,Low,Low,2.0
12658.0,988,17827.12,2,2,Low,Low,2.0
73960.0,999,17605.74,2,2,Low,Low,2.0
23056.0,966,18782.23,2,2,Low,Low,2.0
54217.0,1083,17829.07,2,2,Low,Low,2.0
75435.0,1072,17754.54,2,2,Low,Low,2.0
30758.0,1049,17058.84,2,2,Low,Low,2.0
62217.0,1017,19116.32,2,2,Low,Low,2.0
61997.0,1059,18176.92,2,2,Low,Low,2.0
38145.0,1074,17387.68,2,2,Low,Low,2.0
82638.0,1014,18567.49,2,2,Low,Low,2.0
6100.0,977,17377.41,2,2,Low,Low,2.0
12781.0,1068,17699.5,2,2,Low,Low,2.0
12800.0,1080,17186.82,2,2,Low,Low,2.0
40054.0,990,18963.51,2,2,Low,Low,2.0
38962.0,1057,17671.04,2,2,Low,Low,2.0
2440.0,1028,17761.12,2,2,Low,Low,2.0
78784.0,975,18535.77,2,2,Low,Low,2.0
88710.0,1076,18134.96,2,2,Low,Low,2.0
78864.0,972,17513.32,2,2,Low,Low,2.0
90388.0,1084,19453.14,2,2,Low,Low,2.0
91561.0,1000,19063.88,2,2,Low,Low,2.0
23393.0,1020,17598.63,2,2,Low,Low,2.0
99708.0,973,18783.26,2,2,Low,Low,2.0
97602.0,1054,19411.14,2,2,Low,Low,2.0
41657.0,977,18698.83,2,2,Low,Low,2.0
29869.0,1079,17740.829999999998,2,2,Low,Low,2.0
21237.0,1000,17991.38,2,2,Low,Low,2.0
99326.0,1042,18452.18,2,2,Low,Low,2.0
34665.0,1067,17582.15,2,2,Low,Low,2.0
34897.0,958,17510.55,2,2,Low,Low,2.0
88873.0,988,18389.28,2,2,Low,Low,2.0
55827.0,1004,18230.84,2,2,Low,Low,2.0
67962.0,997,18265.55,2,2,Low,Low,2.0
64225.0,1060,19305.02,2,2,Low,Low,2.0
26937.0,988,17320.17,2,2,Low,Low,2.0
29600.0,1044,17313.25,2,2,Low,Low,2.0
7269.0,964,18840.68,2,2,Low,Low,2.0
72587.0,1005,17571.51,2,2,Low,Low,2.0
73513.0,964,17579.18,2,2,Low,Low,2.0
23514.0,1002,17141.65,2,2,Low,Low,2.0
46317.0,1081,17850.920000000002,2,2,Low,Low,2.0
63177.0,1025,17118.44,2,2,Low,Low,2.0
15880.0,1011,18961.08,2,2,Low,Low,2.0
58178.0,1004,18771.51,2,2,Low,Low,2.0
21890.0,1025,17382.88,2,2,Low,Low,2.0
21568.0,1058,17823.4,2,2,Low,Low,2.0
37953.0,1046,17976.85,2,2,Low,Low,2.0
17231.0,1001,17883.13,2,2,Low,Low,2.0
14749.0,964,17992.28,2,2,Low,Low,2.0
50465.0,966,18009.82,2,2,Low,Low,2.0
72491.0,980,18870.04,2,2,Low,Low,2.0
99215.0,1065,17526.08,2,2,Low,Low,2.0
65914.0,1050,19023.7,2,2,Low,Low,2.0
65913.0,1037,18881.22,2,2,Low,Low,2.0
3634.0,989,18177.61,2,2,Low,Low,2.0
91601.0,1069,17939.68,2,2,Low,Low,2.0
7783.0,991,18425.74,2,2,Low,Low,2.0
62635.0,1057,18394.59,2,2,Low,Low,2.0
4386.0,1057,17852.83,2,2,Low,Low,2.0
35113.0,981,17876.46,2,2,Low,Low,2.0
62797.0,1044,17699.94,2,2,Low,Low,2.0
15424.0,1023,18586.87,2,2,Low,Low,2.0
53511.0,1008,19357.91,2,2,Low,Low,2.0
61344.0,973,19497.87,2,2,Low,Low,2.0
67486.0,989,19539.6,2,2,Low,Low,2.0
