from_totally_fake_account,Z-score_count,IQR_count,Isolation_Forest_count,Total_anomalies,risk_level
89289,0,0,0,0,low-risk
89294,13,99,143,255,medium-high-risk
8930,0,0,0,0,low-risk
89301,12,127,163,302,medium-high-risk
89305,23,133,202,358,high-risk
8934,0,0,0,0,low-risk
89341,0,0,0,0,low-risk
89350,12,156,294,462,high-risk
89369,0,0,0,0,low-risk
89375,0,0,0,0,low-risk
89384,0,0,0,0,low-risk
89386,0,0,0,0,low-risk
89393,12,149,179,340,high-risk
89399,14,181,211,406,high-risk
89410,0,0,0,0,low-risk
89428,0,0,0,0,low-risk
8943,24,109,177,310,medium-high-risk
89440,0,0,0,0,low-risk
89446,0,0,0,0,low-risk
89451,32,155,243,430,high-risk
89455,42,115,183,340,high-risk
89459,13,119,150,282,medium-high-risk
89461,12,140,225,377,high-risk
89463,0,0,0,0,low-risk
8947,12,103,148,263,medium-high-risk
89470,0,0,0,0,low-risk
89477,0,0,0,0,low-risk
89478,12,117,135,264,medium-high-risk
89485,12,154,164,330,high-risk
89487,12,107,135,254,medium-high-risk
89512,12,98,191,301,medium-high-risk
89517,64,186,242,492,high-risk
89523,0,0,0,0,low-risk
89525,12,134,158,304,medium-high-risk
89530,12,138,161,311,medium-high-risk
89534,0,0,0,0,low-risk
89542,12,116,150,278,medium-high-risk
89545,13,130,187,330,high-risk
89570,0,0,0,0,low-risk
89577,0,0,0,0,low-risk
89585,19,87,136,242,medium-low-risk
89586,0,0,0,0,low-risk
89594,25,121,201,347,high-risk
89596,38,113,170,321,medium-high-risk
89599,15,152,270,437,high-risk
89600,0,0,0,0,low-risk
89603,12,106,155,273,medium-high-risk
89619,24,134,187,345,high-risk
89625,12,128,177,317,medium-high-risk
89631,12,117,179,308,medium-high-risk
89632,0,0,0,0,low-risk
89635,0,0,0,0,low-risk
89637,12,147,159,318,medium-high-risk
89638,12,162,197,371,high-risk
8964,0,0,0,0,low-risk
89640,0,0,0,0,low-risk
89644,0,0,0,0,low-risk
89659,11,89,122,222,medium-low-risk
8966,0,0,0,0,low-risk
89660,12,126,170,308,medium-high-risk
89665,0,0,0,0,low-risk
89673,12,149,172,333,high-risk
8968,28,120,282,430,high-risk
89683,0,0,0,0,low-risk
89685,0,0,0,0,low-risk
89698,12,143,213,368,high-risk
89702,0,0,0,0,low-risk
8971,0,0,0,0,low-risk
89713,0,0,0,0,low-risk
89719,14,96,135,245,medium-high-risk
89728,12,137,187,336,high-risk
89756,12,152,335,499,high-risk
89759,0,0,0,0,low-risk
89770,36,154,196,386,high-risk
89771,12,142,161,315,medium-high-risk
89773,0,0,0,0,low-risk
8978,0,0,0,0,low-risk
89785,0,0,0,0,low-risk
89789,0,0,0,0,low-risk
8982,12,94,118,224,medium-low-risk
89829,0,0,0,0,low-risk
89830,30,109,167,306,medium-high-risk
89833,12,160,197,369,high-risk
8984,0,0,0,0,low-risk
89847,12,100,138,250,medium-high-risk
89848,0,0,0,0,low-risk
89850,0,0,0,0,low-risk
89853,12,66,128,206,medium-low-risk
89872,0,0,0,0,low-risk
89889,20,106,140,266,medium-high-risk
89920,12,120,159,291,medium-high-risk
89922,0,0,0,0,low-risk
89926,0,0,0,0,low-risk
8994,12,110,145,267,medium-high-risk
89944,12,91,132,235,medium-low-risk
89957,18,67,132,217,medium-low-risk
89958,0,0,0,0,low-risk
8996,0,0,0,0,low-risk
89962,0,0,0,0,low-risk
89967,12,179,394,585,high-risk
89974,12,124,241,377,high-risk
8998,0,0,0,0,low-risk
89980,13,172,254,439,high-risk
89982,12,142,171,325,medium-high-risk
89984,27,129,158,314,medium-high-risk
89985,14,103,137,254,medium-high-risk
89993,12,135,183,330,high-risk
89995,0,0,0,0,low-risk
89996,0,0,0,0,low-risk
89999,0,0,0,0,low-risk
90019,0,0,0,0,low-risk
90028,16,149,236,401,high-risk
9003,0,0,0,0,low-risk
90039,0,0,0,0,low-risk
90045,40,114,186,340,high-risk
90048,0,0,0,0,low-risk
9005,0,0,0,0,low-risk
90057,0,0,0,0,low-risk
90066,0,0,0,0,low-risk
90068,17,155,212,384,high-risk
90077,16,126,180,322,medium-high-risk
90083,12,77,106,195,medium-low-risk
90092,0,0,0,0,low-risk
90098,14,93,137,244,medium-low-risk
90102,0,0,0,0,low-risk
90105,15,150,297,462,high-risk
90147,12,157,190,359,high-risk
9015,0,0,0,0,low-risk
90150,0,0,0,0,low-risk
90153,17,105,162,284,medium-high-risk
90159,0,0,0,0,low-risk
90176,28,138,157,323,medium-high-risk
90179,0,0,0,0,low-risk
90184,0,0,0,0,low-risk
90187,0,0,0,0,low-risk
90189,0,0,0,0,low-risk
90204,0,0,0,0,low-risk
90213,0,0,0,0,low-risk
90215,0,0,0,0,low-risk
90218,17,123,165,305,medium-high-risk
9022,39,149,201,389,high-risk
90226,0,0,0,0,low-risk
9025,0,0,0,0,low-risk
90269,37,133,214,384,high-risk
9027,0,0,0,0,low-risk
90274,0,0,0,0,low-risk
90276,16,147,273,436,high-risk
9029,12,148,125,285,medium-high-risk
90294,0,0,0,0,low-risk
9030,24,119,157,300,medium-high-risk
90304,26,164,211,401,high-risk
90305,0,0,0,0,low-risk
90311,30,130,170,330,high-risk
90315,0,0,0,0,low-risk
90324,0,0,0,0,low-risk
90325,0,0,0,0,low-risk
90330,12,164,204,380,high-risk
90333,0,0,0,0,low-risk
90334,12,110,127,249,medium-high-risk
90346,0,0,0,0,low-risk
90348,0,0,0,0,low-risk
90349,12,135,178,325,medium-high-risk
90352,12,116,169,297,medium-high-risk
90355,0,0,0,0,low-risk
90357,15,118,196,329,medium-high-risk
90365,0,0,0,0,low-risk
90370,0,0,0,0,low-risk
90372,0,0,0,0,low-risk
90388,15,134,182,331,high-risk
90392,0,0,0,0,low-risk
90400,26,110,146,282,medium-high-risk
90404,0,0,0,0,low-risk
90408,11,168,386,565,high-risk
90409,22,119,207,348,high-risk
9041,19,173,221,413,high-risk
90411,0,0,0,0,low-risk
90413,0,0,0,0,low-risk
90419,0,0,0,0,low-risk
90430,0,0,0,0,low-risk
90435,12,99,182,293,medium-high-risk
90442,0,0,0,0,low-risk
90448,12,120,188,320,medium-high-risk
90475,0,0,0,0,low-risk
9048,12,143,226,381,high-risk
90482,12,84,107,203,medium-low-risk
90492,12,124,171,307,medium-high-risk
90502,12,187,219,418,high-risk
90505,12,139,298,449,high-risk
90512,25,113,174,312,medium-high-risk
90516,0,0,0,0,low-risk
90524,13,140,237,390,high-risk
90527,0,0,0,0,low-risk
90533,38,118,160,316,medium-high-risk
90545,0,0,0,0,low-risk
9055,0,0,0,0,low-risk
90550,13,205,279,497,high-risk
90561,12,121,136,269,medium-high-risk
90563,12,66,100,178,medium-low-risk
90574,19,135,156,310,medium-high-risk
90576,12,119,165,296,medium-high-risk
90601,12,130,92,234,medium-low-risk
90610,0,0,0,0,low-risk
90613,15,165,344,524,high-risk
90619,0,0,0,0,low-risk
90620,14,149,251,414,high-risk
90635,0,0,0,0,low-risk
90638,20,93,173,286,medium-high-risk
9064,0,0,0,0,low-risk
90641,0,0,0,0,low-risk
90650,14,132,187,333,high-risk
90658,0,0,0,0,low-risk
90679,0,0,0,0,low-risk
90681,12,198,231,441,high-risk
90683,0,0,0,0,low-risk
90684,12,105,149,266,medium-high-risk
90688,0,0,0,0,low-risk
90689,12,122,133,267,medium-high-risk
90693,0,0,0,0,low-risk
9070,0,0,0,0,low-risk
90709,0,0,0,0,low-risk
90711,12,163,214,389,high-risk
90714,12,115,183,310,medium-high-risk
90715,12,167,230,409,high-risk
90728,23,139,222,384,high-risk
90733,0,0,0,0,low-risk
9074,0,0,0,0,low-risk
90745,13,153,191,357,high-risk
90747,0,0,0,0,low-risk
90749,16,109,145,270,medium-high-risk
9075,12,119,129,260,medium-high-risk
90751,12,129,146,287,medium-high-risk
90752,28,184,237,449,high-risk
90756,21,100,154,275,medium-high-risk
90758,0,0,0,0,low-risk
9076,12,88,124,224,medium-low-risk
90764,22,146,181,349,high-risk
90768,17,130,176,323,medium-high-risk
90771,0,0,0,0,low-risk
90781,12,136,131,279,medium-high-risk
90783,12,162,172,346,high-risk
90784,15,140,217,372,high-risk
90786,0,0,0,0,low-risk
90795,0,0,0,0,low-risk
90796,0,0,0,0,low-risk
90797,0,0,0,0,low-risk
90817,37,112,225,374,high-risk
90819,0,0,0,0,low-risk
90822,12,90,126,228,medium-low-risk
90827,0,0,0,0,low-risk
90829,28,113,154,295,medium-high-risk
90830,12,136,139,287,medium-high-risk
90831,33,161,257,451,high-risk
90835,0,0,0,0,low-risk
90838,16,143,183,342,high-risk
90840,27,132,169,328,medium-high-risk
90845,0,0,0,0,low-risk
90847,15,131,187,333,high-risk
90852,0,0,0,0,low-risk
90861,27,105,148,280,medium-high-risk
90869,48,140,176,364,high-risk
90870,0,0,0,0,low-risk
90877,25,86,171,282,medium-high-risk
9088,14,141,234,389,high-risk
9089,0,0,0,0,low-risk
90898,48,155,225,428,high-risk
90903,34,158,303,495,high-risk
90907,0,0,0,0,low-risk
90910,23,104,147,274,medium-high-risk
90916,18,84,127,229,medium-low-risk
90923,12,157,211,380,high-risk
90927,0,0,0,0,low-risk
90931,12,93,136,241,medium-low-risk
90932,0,0,0,0,low-risk
90952,0,0,0,0,low-risk
90958,12,206,120,338,high-risk
90963,14,102,146,262,medium-high-risk
90964,0,0,0,0,low-risk
90965,0,0,0,0,low-risk
90975,0,0,0,0,low-risk
90978,0,0,0,0,low-risk
90980,0,0,0,0,low-risk
90995,0,0,0,0,low-risk
90997,0,0,0,0,low-risk
91009,0,0,0,0,low-risk
91010,18,148,193,359,high-risk
91014,29,111,165,305,medium-high-risk
91019,0,0,0,0,low-risk
91035,16,94,112,222,medium-low-risk
91043,0,0,0,0,low-risk
91045,0,0,0,0,low-risk
91049,0,0,0,0,low-risk
91052,0,0,0,0,low-risk
91054,35,119,153,307,medium-high-risk
91055,12,121,150,283,medium-high-risk
91067,0,0,0,0,low-risk
91069,12,154,97,263,medium-high-risk
91091,12,164,239,415,high-risk
91096,45,158,187,390,high-risk
91107,38,137,193,368,high-risk
91109,0,0,0,0,low-risk
91110,19,116,198,333,high-risk
91124,12,113,235,360,high-risk
91134,12,147,196,355,high-risk
91145,12,147,211,370,high-risk
91147,29,99,142,270,medium-high-risk
91151,26,105,130,261,medium-high-risk
91157,0,0,0,0,low-risk
91169,34,140,234,408,high-risk
9117,0,0,0,0,low-risk
91172,12,100,120,232,medium-low-risk
91174,12,127,169,308,medium-high-risk
91186,12,192,211,415,high-risk
91189,12,103,150,265,medium-high-risk
9119,0,0,0,0,low-risk
9120,12,171,217,400,high-risk
91202,34,136,154,324,medium-high-risk
91212,18,157,213,388,high-risk
91220,0,0,0,0,low-risk
91224,0,0,0,0,low-risk
91228,0,0,0,0,low-risk
91230,12,83,119,214,medium-low-risk
91238,13,90,128,231,medium-low-risk
91241,0,0,0,0,low-risk
91245,41,135,191,367,high-risk
91246,0,0,0,0,low-risk
91252,12,119,175,306,medium-high-risk
91253,27,122,176,325,medium-high-risk
91254,0,0,0,0,low-risk
91258,12,121,155,288,medium-high-risk
91261,40,145,188,373,high-risk
91264,12,137,182,331,high-risk
91268,26,124,181,331,high-risk
91276,12,120,152,284,medium-high-risk
91294,12,152,174,338,high-risk
91305,12,135,148,295,medium-high-risk
91307,0,0,0,0,low-risk
91324,12,130,151,293,medium-high-risk
9133,12,130,191,333,high-risk
91338,12,103,123,238,medium-low-risk
91344,0,0,0,0,low-risk
91350,0,0,0,0,low-risk
91357,0,0,0,0,low-risk
91359,13,136,239,388,high-risk
91360,19,157,243,419,high-risk
91364,0,0,0,0,low-risk
91373,0,0,0,0,low-risk
91374,0,0,0,0,low-risk
91384,0,0,0,0,low-risk
91387,45,133,188,366,high-risk
91392,0,0,0,0,low-risk
91393,13,133,162,308,medium-high-risk
91403,12,133,172,317,medium-high-risk
91406,0,0,0,0,low-risk
91407,12,91,198,301,medium-high-risk
91409,12,120,146,278,medium-high-risk
9141,12,128,155,295,medium-high-risk
91421,12,115,162,289,medium-high-risk
91424,0,0,0,0,low-risk
91427,12,147,154,313,medium-high-risk
91431,25,161,207,393,high-risk
91436,15,109,162,286,medium-high-risk
91447,14,112,162,288,medium-high-risk
91456,12,120,153,285,medium-high-risk
91458,0,0,0,0,low-risk
91468,12,128,170,310,medium-high-risk
91485,0,0,0,0,low-risk
91497,0,0,0,0,low-risk
9150,16,73,108,197,medium-low-risk
91503,0,0,0,0,low-risk
91508,22,109,132,263,medium-high-risk
91520,12,150,164,326,medium-high-risk
91522,17,99,145,261,medium-high-risk
91530,0,0,0,0,low-risk
91532,24,116,150,290,medium-high-risk
91538,0,0,0,0,low-risk
91547,0,0,0,0,low-risk
91561,23,119,172,314,medium-high-risk
91570,0,0,0,0,low-risk
91592,0,0,0,0,low-risk
91593,39,90,289,418,high-risk
91601,12,116,166,294,medium-high-risk
91609,17,134,187,338,high-risk
91615,19,80,117,216,medium-low-risk
91618,14,116,208,338,high-risk
9162,12,154,178,344,high-risk
91625,12,128,163,303,medium-high-risk
91626,19,89,161,269,medium-high-risk
91627,12,118,142,272,medium-high-risk
91633,0,0,0,0,low-risk
91641,21,126,171,318,medium-high-risk
9165,0,0,0,0,low-risk
91652,0,0,0,0,low-risk
91655,12,113,133,258,medium-high-risk
91660,11,119,132,262,medium-high-risk
91665,33,161,220,414,high-risk
91672,12,133,162,307,medium-high-risk
91684,14,87,117,218,medium-low-risk
91686,12,129,158,299,medium-high-risk
91695,12,140,100,252,medium-high-risk
9171,0,0,0,0,low-risk
91710,0,0,0,0,low-risk
91719,12,109,146,267,medium-high-risk
9172,25,82,129,236,medium-low-risk
9173,25,123,170,318,medium-high-risk
91733,12,122,171,305,medium-high-risk
91736,0,0,0,0,low-risk
91741,40,109,145,294,medium-high-risk
91748,12,164,178,354,high-risk
91749,12,106,137,255,medium-high-risk
91760,24,188,254,466,high-risk
91761,26,144,173,343,high-risk
91765,0,0,0,0,low-risk
9177,0,0,0,0,low-risk
91776,0,0,0,0,low-risk
91777,0,0,0,0,low-risk
91787,0,0,0,0,low-risk
91788,11,146,154,311,medium-high-risk
91789,28,144,190,362,high-risk
91792,12,167,189,368,high-risk
91795,15,100,138,253,medium-high-risk
91816,0,0,0,0,low-risk
91819,12,100,105,217,medium-low-risk
91830,0,0,0,0,low-risk
91835,12,140,96,248,medium-high-risk
91844,12,110,124,246,medium-high-risk
91858,21,73,116,210,medium-low-risk
9186,34,152,182,368,high-risk
91862,0,0,0,0,low-risk
91866,0,0,0,0,low-risk
9189,16,152,223,391,high-risk
91890,17,129,164,310,medium-high-risk
91906,26,137,167,330,high-risk
91907,0,0,0,0,low-risk
91908,38,157,192,387,high-risk
91910,0,0,0,0,low-risk
91916,17,108,138,263,medium-high-risk
91917,0,0,0,0,low-risk
91919,15,130,176,321,medium-high-risk
91943,0,0,0,0,low-risk
91946,0,0,0,0,low-risk
91950,0,0,0,0,low-risk
91956,0,0,0,0,low-risk
91963,0,0,0,0,low-risk
91964,12,162,199,373,high-risk
91973,0,0,0,0,low-risk
91980,0,0,0,0,low-risk
91987,12,172,192,376,high-risk
91990,0,0,0,0,low-risk
91996,16,119,157,292,medium-high-risk
92000,0,0,0,0,low-risk
92006,0,0,0,0,low-risk
92016,0,0,0,0,low-risk
92018,11,82,112,205,medium-low-risk
92029,0,0,0,0,low-risk
92030,12,135,178,325,medium-high-risk
92034,0,0,0,0,low-risk
9204,12,116,162,290,medium-high-risk
92041,0,0,0,0,low-risk
92043,0,0,0,0,low-risk
92044,0,0,0,0,low-risk
92045,31,115,177,323,medium-high-risk
92058,0,0,0,0,low-risk
92060,0,0,0,0,low-risk
92061,13,133,161,307,medium-high-risk
92067,12,100,116,228,medium-low-risk
92074,0,0,0,0,low-risk
92091,12,175,209,396,high-risk
92097,20,113,170,303,medium-high-risk
92113,12,129,141,282,medium-high-risk
92120,0,0,0,0,low-risk
92137,0,0,0,0,low-risk
92143,0,0,0,0,low-risk
92149,0,0,0,0,low-risk
92152,0,0,0,0,low-risk
92154,12,98,141,251,medium-high-risk
92165,12,103,145,260,medium-high-risk
92172,27,142,177,346,high-risk
92174,12,95,111,218,medium-low-risk
92175,30,135,184,349,high-risk
9218,13,90,103,206,medium-low-risk
92185,12,68,123,203,medium-low-risk
92189,0,0,0,0,low-risk
92196,0,0,0,0,low-risk
9220,0,0,0,0,low-risk
92205,12,155,164,331,high-risk
92209,14,96,122,232,medium-low-risk
92210,12,142,163,317,medium-high-risk
92226,12,136,87,235,medium-low-risk
92229,12,127,216,355,high-risk
92235,0,0,0,0,low-risk
92237,12,114,132,258,medium-high-risk
9225,12,99,110,221,medium-low-risk
92251,0,0,0,0,low-risk
92253,13,117,164,294,medium-high-risk
92255,0,0,0,0,low-risk
92258,0,0,0,0,low-risk
92265,12,114,160,286,medium-high-risk
92278,16,161,193,370,high-risk
92280,0,0,0,0,low-risk
92283,34,185,270,489,high-risk
92284,17,90,135,242,medium-low-risk
92290,0,0,0,0,low-risk
92296,16,79,190,285,medium-high-risk
92301,0,0,0,0,low-risk
92310,0,0,0,0,low-risk
92319,0,0,0,0,low-risk
92325,12,109,133,254,medium-high-risk
92327,0,0,0,0,low-risk
92336,12,116,148,276,medium-high-risk
92337,0,0,0,0,low-risk
92346,23,140,288,451,high-risk
92351,51,231,342,624,high-risk
92356,12,72,117,201,medium-low-risk
92357,0,0,0,0,low-risk
9236,0,0,0,0,low-risk
92367,0,0,0,0,low-risk
92368,0,0,0,0,low-risk
92386,12,92,120,224,medium-low-risk
9239,12,110,226,348,high-risk
92394,0,0,0,0,low-risk
92396,34,141,163,338,high-risk
92398,0,0,0,0,low-risk
92399,12,116,165,293,medium-high-risk
9240,0,0,0,0,low-risk
92404,0,0,0,0,low-risk
92413,12,83,129,224,medium-low-risk
92415,35,131,164,330,high-risk
92416,12,117,148,277,medium-high-risk
92420,0,0,0,0,low-risk
92428,12,81,127,220,medium-low-risk
92430,29,167,219,415,high-risk
92463,52,179,217,448,high-risk
92468,12,111,165,288,medium-high-risk
92469,12,115,144,271,medium-high-risk
92470,0,0,0,0,low-risk
92478,0,0,0,0,low-risk
92485,14,91,124,229,medium-low-risk
92488,12,118,160,290,medium-high-risk
92492,0,0,0,0,low-risk
92497,0,0,0,0,low-risk
92498,19,169,207,395,high-risk
92499,15,152,157,324,medium-high-risk
9250,12,91,126,229,medium-low-risk
92503,0,0,0,0,low-risk
92506,12,101,135,248,medium-high-risk
92518,0,0,0,0,low-risk
92524,13,99,113,225,medium-low-risk
92527,24,104,152,280,medium-high-risk
92530,0,0,0,0,low-risk
92534,0,0,0,0,low-risk
92535,0,0,0,0,low-risk
9254,0,0,0,0,low-risk
92540,17,115,132,264,medium-high-risk
9255,13,162,211,386,high-risk
92551,28,113,158,299,medium-high-risk
92552,12,119,157,288,medium-high-risk
92554,0,0,0,0,low-risk
9256,16,69,120,205,medium-low-risk
92562,0,0,0,0,low-risk
92566,12,176,197,385,high-risk
9259,0,0,0,0,low-risk
92591,11,99,114,224,medium-low-risk
92601,34,144,183,361,high-risk
92603,14,61,98,173,medium-low-risk
92610,12,94,177,283,medium-high-risk
92611,0,0,0,0,low-risk
92614,12,165,237,414,high-risk
9262,13,144,160,317,medium-high-risk
92620,0,0,0,0,low-risk
92626,35,148,205,388,high-risk
92631,12,120,172,304,medium-high-risk
92633,12,122,158,292,medium-high-risk
92635,33,117,170,320,medium-high-risk
92639,12,130,184,326,medium-high-risk
92649,12,146,191,349,high-risk
92667,12,91,105,208,medium-low-risk
9267,37,178,230,445,high-risk
92675,17,109,169,295,medium-high-risk
92680,0,0,0,0,low-risk
92692,44,121,155,320,medium-high-risk
92693,24,138,188,350,high-risk
92696,12,129,152,293,medium-high-risk
92703,0,0,0,0,low-risk
92704,0,0,0,0,low-risk
92705,12,121,162,295,medium-high-risk
92710,44,140,167,351,high-risk
92715,40,165,226,431,high-risk
92721,13,110,164,287,medium-high-risk
92738,0,0,0,0,low-risk
92749,0,0,0,0,low-risk
92768,12,133,147,292,medium-high-risk
92770,0,0,0,0,low-risk
92773,0,0,0,0,low-risk
92774,12,103,137,252,medium-high-risk
92775,55,225,238,518,high-risk
92777,18,85,126,229,medium-low-risk
92778,12,150,173,335,high-risk
92785,18,194,274,486,high-risk
92793,12,85,107,204,medium-low-risk
92811,0,0,0,0,low-risk
92813,17,91,136,244,medium-low-risk
92830,12,134,154,300,medium-high-risk
92848,14,101,167,282,medium-high-risk
92852,13,143,170,326,medium-high-risk
9287,0,0,0,0,low-risk
92882,39,195,262,496,high-risk
92892,41,122,409,572,high-risk
92915,0,0,0,0,low-risk
92918,12,120,143,275,medium-high-risk
92920,12,192,229,433,high-risk
92924,0,0,0,0,low-risk
92925,12,123,166,301,medium-high-risk
92936,12,135,164,311,medium-high-risk
92943,12,131,178,321,medium-high-risk
92945,12,146,197,355,high-risk
92957,0,0,0,0,low-risk
92959,59,283,525,867,high-risk
92970,28,193,182,403,high-risk
92973,12,93,121,226,medium-low-risk
92977,13,87,125,225,medium-low-risk
92998,12,139,168,319,medium-high-risk
9300,12,123,184,319,medium-high-risk
93012,19,125,166,310,medium-high-risk
93024,12,96,167,275,medium-high-risk
93025,50,138,214,402,high-risk
9303,12,103,140,255,medium-high-risk
93038,0,0,0,0,low-risk
9304,0,0,0,0,low-risk
93051,12,109,138,259,medium-high-risk
93068,0,0,0,0,low-risk
9307,0,0,0,0,low-risk
93083,12,138,155,305,medium-high-risk
93085,0,0,0,0,low-risk
93095,17,101,145,263,medium-high-risk
93097,0,0,0,0,low-risk
93104,0,0,0,0,low-risk
93116,0,0,0,0,low-risk
9312,0,0,0,0,low-risk
93126,0,0,0,0,low-risk
9313,0,0,0,0,low-risk
9314,0,0,0,0,low-risk
93144,18,80,112,210,medium-low-risk
93156,0,0,0,0,low-risk
93163,0,0,0,0,low-risk
93164,0,0,0,0,low-risk
93167,16,89,126,231,medium-low-risk
93176,15,149,191,355,high-risk
93177,14,95,126,235,medium-low-risk
93178,12,170,215,397,high-risk
93187,13,119,169,301,medium-high-risk
93199,0,0,0,0,low-risk
93215,15,135,232,382,high-risk
93216,0,0,0,0,low-risk
93222,0,0,0,0,low-risk
93228,12,155,190,357,high-risk
9323,12,117,132,261,medium-high-risk
93241,12,176,212,400,high-risk
93247,0,0,0,0,low-risk
93268,0,0,0,0,low-risk
93277,0,0,0,0,low-risk
93283,16,153,196,365,high-risk
93303,8,109,250,367,high-risk
93313,12,158,194,364,high-risk
93325,0,0,0,0,low-risk
9333,12,120,212,344,high-risk
93333,12,111,161,284,medium-high-risk
93350,0,0,0,0,low-risk
9337,12,71,98,181,medium-low-risk
93372,34,199,296,529,high-risk
93375,12,106,143,261,medium-high-risk
93399,58,119,195,372,high-risk
93401,12,77,128,217,medium-low-risk
93407,12,144,289,445,high-risk
9341,27,159,207,393,high-risk
93420,12,99,162,273,medium-high-risk
93421,0,0,0,0,low-risk
93426,12,96,140,248,medium-high-risk
93451,0,0,0,0,low-risk
93457,0,0,0,0,low-risk
93458,12,143,236,391,high-risk
93467,0,0,0,0,low-risk
93469,0,0,0,0,low-risk
9347,18,102,215,335,high-risk
93492,12,100,87,199,medium-low-risk
93498,0,0,0,0,low-risk
93504,0,0,0,0,low-risk
93514,19,95,132,246,medium-high-risk
93517,0,0,0,0,low-risk
93522,12,155,175,342,high-risk
93528,12,154,305,471,high-risk
93530,23,183,313,519,high-risk
93549,0,0,0,0,low-risk
9356,0,0,0,0,low-risk
93563,0,0,0,0,low-risk
9357,0,0,0,0,low-risk
93581,0,0,0,0,low-risk
93588,45,159,313,517,high-risk
93589,0,0,0,0,low-risk
9359,0,0,0,0,low-risk
9360,29,156,182,367,high-risk
93600,0,0,0,0,low-risk
93608,39,161,192,392,high-risk
93614,15,167,253,435,high-risk
93624,12,164,216,392,high-risk
93629,0,0,0,0,low-risk
93646,0,0,0,0,low-risk
93650,0,0,0,0,low-risk
93653,12,119,150,281,medium-high-risk
93656,25,152,193,370,high-risk
93658,37,144,191,372,high-risk
93662,0,0,0,0,low-risk
93665,12,103,141,256,medium-high-risk
93678,14,156,311,481,high-risk
93680,12,152,172,336,high-risk
93683,12,111,148,271,medium-high-risk
93692,12,164,203,379,high-risk
93694,12,102,134,248,medium-high-risk
93715,0,0,0,0,low-risk
93720,0,0,0,0,low-risk
93728,0,0,0,0,low-risk
9374,0,0,0,0,low-risk
93747,0,0,0,0,low-risk
93765,19,99,148,266,medium-high-risk
93771,34,111,144,289,medium-high-risk
93782,12,82,122,216,medium-low-risk
93783,0,0,0,0,low-risk
93787,13,112,155,280,medium-high-risk
93790,21,107,151,279,medium-high-risk
93798,0,0,0,0,low-risk
9381,41,156,230,427,high-risk
93820,0,0,0,0,low-risk
93823,0,0,0,0,low-risk
93827,27,170,210,407,high-risk
93840,0,0,0,0,low-risk
93841,12,140,228,380,high-risk
93850,26,108,157,291,medium-high-risk
93855,0,0,0,0,low-risk
93862,31,141,178,350,high-risk
93866,14,155,238,407,high-risk
93867,14,79,122,215,medium-low-risk
9387,0,0,0,0,low-risk
93870,14,131,177,322,medium-high-risk
93871,19,157,238,414,high-risk
93876,0,0,0,0,low-risk
93881,0,0,0,0,low-risk
93884,16,113,176,305,medium-high-risk
93892,0,0,0,0,low-risk
93893,22,94,144,260,medium-high-risk
93905,0,0,0,0,low-risk
93916,0,0,0,0,low-risk
93932,12,98,147,257,medium-high-risk
93938,0,0,0,0,low-risk
9395,0,0,0,0,low-risk
93952,30,168,256,454,high-risk
93963,0,0,0,0,low-risk
93968,0,0,0,0,low-risk
93971,30,127,175,332,high-risk
93977,0,0,0,0,low-risk
93980,0,0,0,0,low-risk
93982,0,0,0,0,low-risk
9399,49,185,277,511,high-risk
93990,12,103,150,265,medium-high-risk
93992,20,87,124,231,medium-low-risk
94002,12,149,184,345,high-risk
94012,12,153,217,382,high-risk
94025,12,143,239,394,high-risk
94032,12,150,181,343,high-risk
94040,0,0,0,0,low-risk
9405,0,0,0,0,low-risk
94054,12,150,221,383,high-risk
9407,50,148,193,391,high-risk
94072,12,120,211,343,high-risk
94079,26,116,179,321,medium-high-risk
94083,0,0,0,0,low-risk
94086,0,0,0,0,low-risk
94088,23,120,170,313,medium-high-risk
94089,0,0,0,0,low-risk
94090,12,127,179,318,medium-high-risk
94092,0,0,0,0,low-risk
9410,0,0,0,0,low-risk
94104,0,0,0,0,low-risk
94118,0,0,0,0,low-risk
94129,0,0,0,0,low-risk
94130,12,89,127,228,medium-low-risk
94142,12,166,194,372,high-risk
94152,17,80,150,247,medium-high-risk
94153,12,96,123,231,medium-low-risk
94157,12,98,142,252,medium-high-risk
9416,0,0,0,0,low-risk
94164,19,145,201,365,high-risk
94171,12,95,133,240,medium-low-risk
94172,12,110,132,254,medium-high-risk
94177,12,138,182,332,high-risk
94178,25,178,234,437,high-risk
94180,0,0,0,0,low-risk
94182,12,146,202,360,high-risk
94186,12,159,193,364,high-risk
94200,31,151,203,385,high-risk
94203,0,0,0,0,low-risk
94209,12,135,176,323,medium-high-risk
94210,12,109,123,244,medium-low-risk
94213,12,120,150,282,medium-high-risk
94220,12,158,199,369,high-risk
94226,0,0,0,0,low-risk
94239,0,0,0,0,low-risk
94272,12,135,173,320,medium-high-risk
94308,0,0,0,0,low-risk
94318,49,127,307,483,high-risk
94321,0,0,0,0,low-risk
94323,0,0,0,0,low-risk
94324,12,110,141,263,medium-high-risk
94325,0,0,0,0,low-risk
94328,0,0,0,0,low-risk
94332,12,105,194,311,medium-high-risk
94333,12,99,131,242,medium-low-risk
94342,0,0,0,0,low-risk
94343,12,153,176,341,high-risk
94357,45,191,223,459,high-risk
94358,23,131,177,331,high-risk
94360,0,0,0,0,low-risk
94368,12,133,126,271,medium-high-risk
